arm,seed,variant,origin,timestamp,primary
E_DELTA,92711,selected,47808,2024-11-28T00:10:00.000000000,0.24719972053965295
E_DELTA,92711,selected,47952,2024-11-29T00:10:00.000000000,0.1727122543921177
E_DELTA,92711,selected,48096,2024-11-30T00:10:00.000000000,0.15088716503820754
E_DELTA,92711,selected,48240,2024-12-01T00:10:00.000000000,0.12996822166964728
E_DELTA,92711,selected,48384,2024-12-02T00:10:00.000000000,0.14883579663640956
E_DELTA,92711,selected,48528,2024-12-03T00:10:00.000000000,0.17381045976251847
E_DELTA,92711,selected,48672,2024-12-04T00:10:00.000000000,0.10772319834243708
E_DELTA,92711,selected,48816,2024-12-05T00:10:00.000000000,0.221672350016314
E_DELTA,92711,selected,48960,2024-12-06T00:10:00.000000000,0.2750595277559831
E_DELTA,92711,selected,49104,2024-12-07T00:10:00.000000000,0.24479590497722392
E_DELTA,92711,selected,49248,2024-12-08T00:10:00.000000000,0.2633274376565683
E_DELTA,92711,selected,49392,2024-12-09T00:10:00.000000000,0.18215582479365577
E_DELTA,92711,selected,49536,2024-12-10T00:10:00.000000000,0.12076260483493984
E_DELTA,92711,selected,49680,2024-12-11T00:10:00.000000000,0.14627143954891453
E_DELTA,92711,selected,49824,2024-12-12T00:10:00.000000000,0.10709392591836508
E_DELTA,92711,selected,49968,2024-12-13T00:10:00.000000000,0.12339912337255181
E_DELTA,92711,selected,50112,2024-12-14T00:10:00.000000000,0.11631268988487169
E_DELTA,92711,selected,50256,2024-12-15T00:10:00.000000000,0.19127810056498115
E_DELTA,92711,selected,50400,2024-12-16T00:10:00.000000000,0.17020607561374615
E_DELTA,92711,selected,50544,2024-12-17T00:10:00.000000000,0.09299424938177304
E_DELTA,92711,selected,50688,2024-12-18T00:10:00.000000000,0.30982516100965113
E_DELTA,92711,selected,50832,2024-12-19T00:10:00.000000000,0.2975640991874027
E_DELTA,92711,selected,50976,2024-12-20T00:10:00.000000000,0.11966500172686127
E_DELTA,92711,selected,51120,2024-12-21T00:10:00.000000000,0.2720318580377527
E_DELTA,92711,selected,51264,2024-12-22T00:10:00.000000000,0.26749324819017667
E_DELTA,92711,selected,51408,2024-12-23T00:10:00.000000000,0.14106366062203332
E_DELTA,92711,selected,51552,2024-12-24T00:10:00.000000000,0.1177365422500248
E_DELTA,92711,selected,51696,2024-12-25T00:10:00.000000000,0.130797051640237
E_DELTA,92711,selected,51840,2024-12-26T00:10:00.000000000,0.1492589307302928
E_DELTA,92711,selected,51984,2024-12-27T00:10:00.000000000,0.18518529701637765
E_DELTA,92711,selected,52128,2024-12-28T00:10:00.000000000,0.13843860507627287
E_DELTA,92711,selected,52272,2024-12-29T00:10:00.000000000,0.1622471350735746
E_DELTA,92711,selected,52416,2024-12-30T00:10:00.000000000,0.1355038447376196
E_DELTA,92711,selected,52560,2024-12-31T00:10:00.000000000,0.11449812146850315
E_VALUE_DELTA,92711,selected,42048,2024-10-19T00:10:00.000000000,0.13870085095089937
E_VALUE_DELTA,92711,selected,42192,2024-10-20T00:10:00.000000000,0.10455636212623587
E_VALUE_DELTA,92711,selected,42336,2024-10-21T00:10:00.000000000,0.11482499246223812
E_VALUE_DELTA,92711,selected,42480,2024-10-22T00:10:00.000000000,0.2544726766843252
E_VALUE_DELTA,92711,selected,42624,2024-10-23T00:10:00.000000000,0.14006823525073078
E_VALUE_DELTA,92711,selected,42768,2024-10-24T00:10:00.000000000,0.18433232588980125
E_VALUE_DELTA,92711,selected,42912,2024-10-25T00:10:00.000000000,0.10376138308503137
E_VALUE_DELTA,92711,selected,43056,2024-10-26T00:10:00.000000000,0.13018448906201247
E_VALUE_DELTA,92711,selected,43200,2024-10-27T00:10:00.000000000,0.13285876016118198
E_VALUE_DELTA,92711,selected,43344,2024-10-28T00:10:00.000000000,0.1213931538101151
E_VALUE_DELTA,92711,selected,43488,2024-10-29T00:10:00.000000000,0.1525840654937595
E_VALUE_DELTA,92711,selected,43632,2024-10-30T00:10:00.000000000,0.1446793345165714
E_VALUE_DELTA,92711,selected,43776,2024-10-31T00:10:00.000000000,0.11987661571776724
E_VALUE_DELTA,92711,selected,43920,2024-11-01T00:10:00.000000000,0.13766077160645535
E_VALUE_DELTA,92711,selected,44064,2024-11-02T00:10:00.000000000,0.3317385687722367
E_VALUE_DELTA,92711,selected,44208,2024-11-03T00:10:00.000000000,0.1636130302086689
E_VALUE_DELTA,92711,selected,44352,2024-11-04T00:10:00.000000000,0.18494226372901024
E_VALUE_DELTA,92711,selected,44496,2024-11-05T00:10:00.000000000,0.1268538156828865
E_VALUE_DELTA,92711,selected,44640,2024-11-06T00:10:00.000000000,0.18115077837944824
E_VALUE_DELTA,92711,selected,44784,2024-11-07T00:10:00.000000000,0.17810909746495587
E_VALUE_DELTA,92711,selected,44928,2024-11-08T00:10:00.000000000,0.13165737153767115
E_VALUE_DELTA,92711,selected,45072,2024-11-09T00:10:00.000000000,0.18504603230366973
E_VALUE_DELTA,92711,selected,45216,2024-11-10T00:10:00.000000000,0.12239865258763605
E_VALUE_DELTA,92711,selected,45360,2024-11-11T00:10:00.000000000,0.20075324998173016
E_VALUE_DELTA,92711,selected,45504,2024-11-12T00:10:00.000000000,0.22056639430341518
E_VALUE_DELTA,92711,selected,45648,2024-11-13T00:10:00.000000000,0.11960082111531788
E_VALUE_DELTA,92711,selected,45792,2024-11-14T00:10:00.000000000,0.20316932125298462
E_VALUE_DELTA,92711,selected,45936,2024-11-15T00:10:00.000000000,0.12956076924558924
E_VALUE_DELTA,92711,selected,46080,2024-11-16T00:10:00.000000000,0.1352186480729045
E_VALUE_DELTA,92711,selected,46224,2024-11-17T00:10:00.000000000,0.14895677850655936
E_VALUE_DELTA,92711,selected,46368,2024-11-18T00:10:00.000000000,0.1595405921926974
E_VALUE_DELTA,92711,selected,46512,2024-11-19T00:10:00.000000000,0.47488875848711715
E_VALUE_DELTA,92711,selected,46656,2024-11-20T00:10:00.000000000,0.14510813659693472
E_VALUE_DELTA,92711,selected,46800,2024-11-21T00:10:00.000000000,0.17616374872764695
E_VALUE_DELTA,92711,selected,46944,2024-11-22T00:10:00.000000000,0.18392194559603575
E_VALUE_DELTA,92711,selected,47088,2024-11-23T00:10:00.000000000,0.1915670604121955
E_VALUE_DELTA,92711,selected,47232,2024-11-24T00:10:00.000000000,0.3259402813972239
E_VALUE_DELTA,92711,selected,47376,2024-11-25T00:10:00.000000000,0.19613495714986348
E_VALUE_DELTA,92711,selected,47520,2024-11-26T00:10:00.000000000,0.2645029357846179
E_VALUE_DELTA,92711,selected,47664,2024-11-27T00:10:00.000000000,0.21712598675248948
E_VALUE_DELTA,92711,selected,47808,2024-11-28T00:10:00.000000000,0.2487939091584771
E_VALUE_DELTA,92711,selected,47952,2024-11-29T00:10:00.000000000,0.1710433871308454
E_VALUE_DELTA,92711,selected,48096,2024-11-30T00:10:00.000000000,0.15150575131574526
E_VALUE_DELTA,92711,selected,48240,2024-12-01T00:10:00.000000000,0.1301043483825884
E_VALUE_DELTA,92711,selected,48384,2024-12-02T00:10:00.000000000,0.1501915517477305
E_VALUE_DELTA,92711,selected,48528,2024-12-03T00:10:00.000000000,0.17105121904748413
E_VALUE_DELTA,92711,selected,48672,2024-12-04T00:10:00.000000000,0.10743041560332597
E_VALUE_DELTA,92711,selected,48816,2024-12-05T00:10:00.000000000,0.22161431319672478
E_VALUE_DELTA,92711,selected,48960,2024-12-06T00:10:00.000000000,0.2738773287519515
E_VALUE_DELTA,92711,selected,49104,2024-12-07T00:10:00.000000000,0.2453520106178698
E_VALUE_DELTA,92711,selected,49248,2024-12-08T00:10:00.000000000,0.26348085589413095
E_VALUE_DELTA,92711,selected,49392,2024-12-09T00:10:00.000000000,0.182352935965877
E_VALUE_DELTA,92711,selected,49536,2024-12-10T00:10:00.000000000,0.1205286113187609
E_VALUE_DELTA,92711,selected,49680,2024-12-11T00:10:00.000000000,0.14577227722623615
E_VALUE_DELTA,92711,selected,49824,2024-12-12T00:10:00.000000000,0.10729370490233099
E_VALUE_DELTA,92711,selected,49968,2024-12-13T00:10:00.000000000,0.12351301806175362
E_VALUE_DELTA,92711,selected,50112,2024-12-14T00:10:00.000000000,0.1163654266620432
E_VALUE_DELTA,92711,selected,50256,2024-12-15T00:10:00.000000000,0.19182987761931894
E_VALUE_DELTA,92711,selected,50400,2024-12-16T00:10:00.000000000,0.169209916336291
E_VALUE_DELTA,92711,selected,50544,2024-12-17T00:10:00.000000000,0.09277227904306648
E_VALUE_DELTA,92711,selected,50688,2024-12-18T00:10:00.000000000,0.30762306933715056
E_VALUE_DELTA,92711,selected,50832,2024-12-19T00:10:00.000000000,0.2972127361536873
E_VALUE_DELTA,92711,selected,50976,2024-12-20T00:10:00.000000000,0.11942547259853689
E_VALUE_DELTA,92711,selected,51120,2024-12-21T00:10:00.000000000,0.2739586409900113
E_VALUE_DELTA,92711,selected,51264,2024-12-22T00:10:00.000000000,0.2698912684553607
E_VALUE_DELTA,92711,selected,51408,2024-12-23T00:10:00.000000000,0.1405708304787813
E_VALUE_DELTA,92711,selected,51552,2024-12-24T00:10:00.000000000,0.11686996409513921
E_VALUE_DELTA,92711,selected,51696,2024-12-25T00:10:00.000000000,0.1309285952850241
E_VALUE_DELTA,92711,selected,51840,2024-12-26T00:10:00.000000000,0.14846229214755102
E_VALUE_DELTA,92711,selected,51984,2024-12-27T00:10:00.000000000,0.184005872486846
E_VALUE_DELTA,92711,selected,52128,2024-12-28T00:10:00.000000000,0.13865098749280882
E_VALUE_DELTA,92711,selected,52272,2024-12-29T00:10:00.000000000,0.1606256611379332
E_VALUE_DELTA,92711,selected,52416,2024-12-30T00:10:00.000000000,0.1354623278782007
E_VALUE_DELTA,92711,selected,52560,2024-12-31T00:10:00.000000000,0.11446674160496997
E_RESPONSE_DELTA,92711,selected,42048,2024-10-19T00:10:00.000000000,0.13994982396224784
E_RESPONSE_DELTA,92711,selected,42192,2024-10-20T00:10:00.000000000,0.10400913828678379
E_RESPONSE_DELTA,92711,selected,42336,2024-10-21T00:10:00.000000000,0.11494498763490651
E_RESPONSE_DELTA,92711,selected,42480,2024-10-22T00:10:00.000000000,0.25466609134607726
E_RESPONSE_DELTA,92711,selected,42624,2024-10-23T00:10:00.000000000,0.13968209693252615
E_RESPONSE_DELTA,92711,selected,42768,2024-10-24T00:10:00.000000000,0.18469127793060552
E_RESPONSE_DELTA,92711,selected,42912,2024-10-25T00:10:00.000000000,0.10565426990336355
E_RESPONSE_DELTA,92711,selected,43056,2024-10-26T00:10:00.000000000,0.13167237554685454
E_RESPONSE_DELTA,92711,selected,43200,2024-10-27T00:10:00.000000000,0.13249842601590742
E_RESPONSE_DELTA,92711,selected,43344,2024-10-28T00:10:00.000000000,0.12207759894311332
E_RESPONSE_DELTA,92711,selected,43488,2024-10-29T00:10:00.000000000,0.15214291578091566
E_RESPONSE_DELTA,92711,selected,43632,2024-10-30T00:10:00.000000000,0.14432307307718925
E_RESPONSE_DELTA,92711,selected,43776,2024-10-31T00:10:00.000000000,0.12050964562152924
E_RESPONSE_DELTA,92711,selected,43920,2024-11-01T00:10:00.000000000,0.13873921674185807
E_RESPONSE_DELTA,92711,selected,44064,2024-11-02T00:10:00.000000000,0.3332565720691122
E_RESPONSE_DELTA,92711,selected,44208,2024-11-03T00:10:00.000000000,0.1621786494770265
E_RESPONSE_DELTA,92711,selected,44352,2024-11-04T00:10:00.000000000,0.17930768973691166
E_RESPONSE_DELTA,92711,selected,44496,2024-11-05T00:10:00.000000000,0.12699317864308335
E_RESPONSE_DELTA,92711,selected,44640,2024-11-06T00:10:00.000000000,0.18072968230596023
E_RESPONSE_DELTA,92711,selected,44784,2024-11-07T00:10:00.000000000,0.17662597560596097
E_RESPONSE_DELTA,92711,selected,44928,2024-11-08T00:10:00.000000000,0.13198648791153994
E_RESPONSE_DELTA,92711,selected,45072,2024-11-09T00:10:00.000000000,0.18806593306785624
E_RESPONSE_DELTA,92711,selected,45216,2024-11-10T00:10:00.000000000,0.11992361208332807
E_RESPONSE_DELTA,92711,selected,45360,2024-11-11T00:10:00.000000000,0.20203221851798545
E_RESPONSE_DELTA,92711,selected,45504,2024-11-12T00:10:00.000000000,0.22089035715171393
E_RESPONSE_DELTA,92711,selected,45648,2024-11-13T00:10:00.000000000,0.12012684225943063
E_RESPONSE_DELTA,92711,selected,45792,2024-11-14T00:10:00.000000000,0.20361219182429866
E_RESPONSE_DELTA,92711,selected,45936,2024-11-15T00:10:00.000000000,0.1308151245076825
E_RESPONSE_DELTA,92711,selected,46080,2024-11-16T00:10:00.000000000,0.1357024498985319
E_RESPONSE_DELTA,92711,selected,46224,2024-11-17T00:10:00.000000000,0.15074217095413583
E_RESPONSE_DELTA,92711,selected,46368,2024-11-18T00:10:00.000000000,0.15959137813027696
E_RESPONSE_DELTA,92711,selected,46512,2024-11-19T00:10:00.000000000,0.47217803804462494
E_RESPONSE_DELTA,92711,selected,46656,2024-11-20T00:10:00.000000000,0.14637264875879896
E_RESPONSE_DELTA,92711,selected,46800,2024-11-21T00:10:00.000000000,0.17608717828793316
E_RESPONSE_DELTA,92711,selected,46944,2024-11-22T00:10:00.000000000,0.18322382968565723
E_RESPONSE_DELTA,92711,selected,47088,2024-11-23T00:10:00.000000000,0.1903442488397467
E_RESPONSE_DELTA,92711,selected,47232,2024-11-24T00:10:00.000000000,0.328097432050801
E_RESPONSE_DELTA,92711,selected,47376,2024-11-25T00:10:00.000000000,0.19467652219926246
E_RESPONSE_DELTA,92711,selected,47520,2024-11-26T00:10:00.000000000,0.26578521429279495
E_RESPONSE_DELTA,92711,selected,47664,2024-11-27T00:10:00.000000000,0.217859969406654
E_RESPONSE_DELTA,92711,selected,47808,2024-11-28T00:10:00.000000000,0.24768634993312938
E_RESPONSE_DELTA,92711,selected,47952,2024-11-29T00:10:00.000000000,0.17136428697500097
E_RESPONSE_DELTA,92711,selected,48096,2024-11-30T00:10:00.000000000,0.15091990839605082
E_RESPONSE_DELTA,92711,selected,48240,2024-12-01T00:10:00.000000000,0.13021291388793768
E_RESPONSE_DELTA,92711,selected,48384,2024-12-02T00:10:00.000000000,0.15151982312810877
E_RESPONSE_DELTA,92711,selected,48528,2024-12-03T00:10:00.000000000,0.1734883354082807
E_RESPONSE_DELTA,92711,selected,48672,2024-12-04T00:10:00.000000000,0.10762925472835934
E_RESPONSE_DELTA,92711,selected,48816,2024-12-05T00:10:00.000000000,0.22035763050099938
E_RESPONSE_DELTA,92711,selected,48960,2024-12-06T00:10:00.000000000,0.2750971934679598
E_RESPONSE_DELTA,92711,selected,49104,2024-12-07T00:10:00.000000000,0.2444132071818741
E_RESPONSE_DELTA,92711,selected,49248,2024-12-08T00:10:00.000000000,0.26363115622886757
E_RESPONSE_DELTA,92711,selected,49392,2024-12-09T00:10:00.000000000,0.1816700413894345
E_RESPONSE_DELTA,92711,selected,49536,2024-12-10T00:10:00.000000000,0.12162836704058674
E_RESPONSE_DELTA,92711,selected,49680,2024-12-11T00:10:00.000000000,0.1455497625120101
E_RESPONSE_DELTA,92711,selected,49824,2024-12-12T00:10:00.000000000,0.10638488486519548
E_RESPONSE_DELTA,92711,selected,49968,2024-12-13T00:10:00.000000000,0.12296484964515837
E_RESPONSE_DELTA,92711,selected,50112,2024-12-14T00:10:00.000000000,0.11539136966486818
E_RESPONSE_DELTA,92711,selected,50256,2024-12-15T00:10:00.000000000,0.19304100422067455
E_RESPONSE_DELTA,92711,selected,50400,2024-12-16T00:10:00.000000000,0.1712879286930633
E_RESPONSE_DELTA,92711,selected,50544,2024-12-17T00:10:00.000000000,0.09276205210619083
E_RESPONSE_DELTA,92711,selected,50688,2024-12-18T00:10:00.000000000,0.31044844067634064
E_RESPONSE_DELTA,92711,selected,50832,2024-12-19T00:10:00.000000000,0.2977067467874055
E_RESPONSE_DELTA,92711,selected,50976,2024-12-20T00:10:00.000000000,0.11981924086413291
E_RESPONSE_DELTA,92711,selected,51120,2024-12-21T00:10:00.000000000,0.2759783047213003
E_RESPONSE_DELTA,92711,selected,51264,2024-12-22T00:10:00.000000000,0.2664059654577561
E_RESPONSE_DELTA,92711,selected,51408,2024-12-23T00:10:00.000000000,0.14178683952580723
E_RESPONSE_DELTA,92711,selected,51552,2024-12-24T00:10:00.000000000,0.11881516328822382
E_RESPONSE_DELTA,92711,selected,51696,2024-12-25T00:10:00.000000000,0.13180870708831535
E_RESPONSE_DELTA,92711,selected,51840,2024-12-26T00:10:00.000000000,0.149118634054004
E_RESPONSE_DELTA,92711,selected,51984,2024-12-27T00:10:00.000000000,0.1862838636745312
E_RESPONSE_DELTA,92711,selected,52128,2024-12-28T00:10:00.000000000,0.1428281358694336
E_RESPONSE_DELTA,92711,selected,52272,2024-12-29T00:10:00.000000000,0.16017824163435976
E_RESPONSE_DELTA,92711,selected,52416,2024-12-30T00:10:00.000000000,0.13564892033387657
E_RESPONSE_DELTA,92711,selected,52560,2024-12-31T00:10:00.000000000,0.11489837119436232
E_EMLOC,92711,naive_transfer_same_step,42048,2024-10-19T00:10:00.000000000,0.14001008850144278
E_EMLOC,92711,naive_transfer_same_step,42192,2024-10-20T00:10:00.000000000,0.10678494019185021
E_EMLOC,92711,naive_transfer_same_step,42336,2024-10-21T00:10:00.000000000,0.12207450319011477
E_EMLOC,92711,naive_transfer_same_step,42480,2024-10-22T00:10:00.000000000,0.24768353922644176
E_EMLOC,92711,naive_transfer_same_step,42624,2024-10-23T00:10:00.000000000,0.14185483826332024
E_EMLOC,92711,naive_transfer_same_step,42768,2024-10-24T00:10:00.000000000,0.17962439974864225
E_EMLOC,92711,naive_transfer_same_step,42912,2024-10-25T00:10:00.000000000,0.10511866777788403
E_EMLOC,92711,naive_transfer_same_step,43056,2024-10-26T00:10:00.000000000,0.1288569495870918
E_EMLOC,92711,naive_transfer_same_step,43200,2024-10-27T00:10:00.000000000,0.1339725594376321
E_EMLOC,92711,naive_transfer_same_step,43344,2024-10-28T00:10:00.000000000,0.11981200147096593
E_EMLOC,92711,naive_transfer_same_step,43488,2024-10-29T00:10:00.000000000,0.15517937201415155
E_EMLOC,92711,naive_transfer_same_step,43632,2024-10-30T00:10:00.000000000,0.14071077750557898
E_EMLOC,92711,naive_transfer_same_step,43776,2024-10-31T00:10:00.000000000,0.11705898404649219
E_EMLOC,92711,naive_transfer_same_step,43920,2024-11-01T00:10:00.000000000,0.13423994249900364
E_EMLOC,92711,naive_transfer_same_step,44064,2024-11-02T00:10:00.000000000,0.33006448660893806
E_EMLOC,92711,naive_transfer_same_step,44208,2024-11-03T00:10:00.000000000,0.16406898297445896
E_EMLOC,92711,naive_transfer_same_step,44352,2024-11-04T00:10:00.000000000,0.2119995853984729
E_EMLOC,92711,naive_transfer_same_step,44496,2024-11-05T00:10:00.000000000,0.12337966166657718
E_EMLOC,92711,naive_transfer_same_step,44640,2024-11-06T00:10:00.000000000,0.19212388152896684
E_EMLOC,92711,naive_transfer_same_step,44784,2024-11-07T00:10:00.000000000,0.18187393060986817
E_EMLOC,92711,naive_transfer_same_step,44928,2024-11-08T00:10:00.000000000,0.1329362093872236
E_EMLOC,92711,naive_transfer_same_step,45072,2024-11-09T00:10:00.000000000,0.182300030907177
E_EMLOC,92711,naive_transfer_same_step,45216,2024-11-10T00:10:00.000000000,0.13183692913601064
E_EMLOC,92711,naive_transfer_same_step,45360,2024-11-11T00:10:00.000000000,0.19922759295174405
E_EMLOC,92711,naive_transfer_same_step,45504,2024-11-12T00:10:00.000000000,0.21145435195911347
E_EMLOC,92711,naive_transfer_same_step,45648,2024-11-13T00:10:00.000000000,0.11975271739527094
E_EMLOC,92711,naive_transfer_same_step,45792,2024-11-14T00:10:00.000000000,0.20020240408413106
E_EMLOC,92711,naive_transfer_same_step,45936,2024-11-15T00:10:00.000000000,0.12435068489479932
E_EMLOC,92711,naive_transfer_same_step,46080,2024-11-16T00:10:00.000000000,0.13504377523542863
E_EMLOC,92711,naive_transfer_same_step,46224,2024-11-17T00:10:00.000000000,0.1519339627210275
E_EMLOC,92711,naive_transfer_same_step,46368,2024-11-18T00:10:00.000000000,0.15722466951816186
E_EMLOC,92711,naive_transfer_same_step,46512,2024-11-19T00:10:00.000000000,0.4607282613069551
E_EMLOC,92711,naive_transfer_same_step,46656,2024-11-20T00:10:00.000000000,0.14812731602126933
E_EMLOC,92711,naive_transfer_same_step,46800,2024-11-21T00:10:00.000000000,0.17848202390994086
E_EMLOC,92711,naive_transfer_same_step,46944,2024-11-22T00:10:00.000000000,0.18003885622323895
E_EMLOC,92711,naive_transfer_same_step,47088,2024-11-23T00:10:00.000000000,0.19369661325762957
E_EMLOC,92711,naive_transfer_same_step,47232,2024-11-24T00:10:00.000000000,0.3283035613785056
E_EMLOC,92711,naive_transfer_same_step,47376,2024-11-25T00:10:00.000000000,0.19571294525121066
E_EMLOC,92711,naive_transfer_same_step,47520,2024-11-26T00:10:00.000000000,0.2516711382689511
E_EMLOC,92711,naive_transfer_same_step,47664,2024-11-27T00:10:00.000000000,0.21506247332191497
E_EMLOC,92711,naive_transfer_same_step,47808,2024-11-28T00:10:00.000000000,0.24424807837940904
E_EMLOC,92711,naive_transfer_same_step,47952,2024-11-29T00:10:00.000000000,0.16833535774469816
E_EMLOC,92711,naive_transfer_same_step,48096,2024-11-30T00:10:00.000000000,0.14771798373929432
E_EMLOC,92711,naive_transfer_same_step,48240,2024-12-01T00:10:00.000000000,0.13788362303828708
E_EMLOC,92711,naive_transfer_same_step,48384,2024-12-02T00:10:00.000000000,0.1522907432183681
E_EMLOC,92711,naive_transfer_same_step,48528,2024-12-03T00:10:00.000000000,0.17827769734761542
E_EMLOC,92711,naive_transfer_same_step,48672,2024-12-04T00:10:00.000000000,0.10998486738256637
E_EMLOC,92711,naive_transfer_same_step,48816,2024-12-05T00:10:00.000000000,0.21891509924230632
E_EMLOC,92711,naive_transfer_same_step,48960,2024-12-06T00:10:00.000000000,0.27540100361594133
E_EMLOC,92711,naive_transfer_same_step,49104,2024-12-07T00:10:00.000000000,0.24229652532428608
E_EMLOC,92711,naive_transfer_same_step,49248,2024-12-08T00:10:00.000000000,0.26133377788777457
E_EMLOC,92711,naive_transfer_same_step,49392,2024-12-09T00:10:00.000000000,0.19299190835033456
E_EMLOC,92711,naive_transfer_same_step,49536,2024-12-10T00:10:00.000000000,0.11983662717973849
E_EMLOC,92711,naive_transfer_same_step,49680,2024-12-11T00:10:00.000000000,0.14610023025264463
E_EMLOC,92711,naive_transfer_same_step,49824,2024-12-12T00:10:00.000000000,0.10927856827280227
E_EMLOC,92711,naive_transfer_same_step,49968,2024-12-13T00:10:00.000000000,0.12279548718971503
E_EMLOC,92711,naive_transfer_same_step,50112,2024-12-14T00:10:00.000000000,0.11976354412245663
E_EMLOC,92711,naive_transfer_same_step,50256,2024-12-15T00:10:00.000000000,0.1834025284814528
E_EMLOC,92711,naive_transfer_same_step,50400,2024-12-16T00:10:00.000000000,0.16891674406477947
E_EMLOC,92711,naive_transfer_same_step,50544,2024-12-17T00:10:00.000000000,0.09594729697231484
E_EMLOC,92711,naive_transfer_same_step,50688,2024-12-18T00:10:00.000000000,0.30723586905876765
E_EMLOC,92711,naive_transfer_same_step,50832,2024-12-19T00:10:00.000000000,0.2863469099990184
E_EMLOC,92711,naive_transfer_same_step,50976,2024-12-20T00:10:00.000000000,0.11522415785554226
E_EMLOC,92711,naive_transfer_same_step,51120,2024-12-21T00:10:00.000000000,0.27661756602135945
E_EMLOC,92711,naive_transfer_same_step,51264,2024-12-22T00:10:00.000000000,0.2677026046628289
E_EMLOC,92711,naive_transfer_same_step,51408,2024-12-23T00:10:00.000000000,0.14008852550291523
E_EMLOC,92711,naive_transfer_same_step,51552,2024-12-24T00:10:00.000000000,0.11952534881460879
E_EMLOC,92711,naive_transfer_same_step,51696,2024-12-25T00:10:00.000000000,0.1283819303117607
E_EMLOC,92711,naive_transfer_same_step,51840,2024-12-26T00:10:00.000000000,0.15963258787016713
E_EMLOC,92711,naive_transfer_same_step,51984,2024-12-27T00:10:00.000000000,0.189178601991485
E_EMLOC,92711,naive_transfer_same_step,52128,2024-12-28T00:10:00.000000000,0.13845254853199562
E_EMLOC,92711,naive_transfer_same_step,52272,2024-12-29T00:10:00.000000000,0.17705776368720216
E_EMLOC,92711,naive_transfer_same_step,52416,2024-12-30T00:10:00.000000000,0.14065891333709682
E_EMLOC,92711,naive_transfer_same_step,52560,2024-12-31T00:10:00.000000000,0.11693053503275463
F_FULL,92712,selected,42048,2024-10-19T00:10:00.000000000,0.13115167116103624
F_FULL,92712,selected,42192,2024-10-20T00:10:00.000000000,0.10048495081555994
F_FULL,92712,selected,42336,2024-10-21T00:10:00.000000000,0.11010678311600948
F_FULL,92712,selected,42480,2024-10-22T00:10:00.000000000,0.2616547185490317
F_FULL,92712,selected,42624,2024-10-23T00:10:00.000000000,0.13989734941238738
F_FULL,92712,selected,42768,2024-10-24T00:10:00.000000000,0.1703286832193566
F_FULL,92712,selected,42912,2024-10-25T00:10:00.000000000,0.11133196205221318
F_FULL,92712,selected,43056,2024-10-26T00:10:00.000000000,0.1295972582316685
F_FULL,92712,selected,43200,2024-10-27T00:10:00.000000000,0.1275381208942323
F_FULL,92712,selected,43344,2024-10-28T00:10:00.000000000,0.11903985652080819
F_FULL,92712,selected,43488,2024-10-29T00:10:00.000000000,0.15480796898663934
F_FULL,92712,selected,43632,2024-10-30T00:10:00.000000000,0.14639350882271268
F_FULL,92712,selected,43776,2024-10-31T00:10:00.000000000,0.11842505831706626
F_FULL,92712,selected,43920,2024-11-01T00:10:00.000000000,0.13562042891246465
F_FULL,92712,selected,44064,2024-11-02T00:10:00.000000000,0.3366200133177198
F_FULL,92712,selected,44208,2024-11-03T00:10:00.000000000,0.16074849204092784
F_FULL,92712,selected,44352,2024-11-04T00:10:00.000000000,0.19733083070788446
F_FULL,92712,selected,44496,2024-11-05T00:10:00.000000000,0.1172934498636765
F_FULL,92712,selected,44640,2024-11-06T00:10:00.000000000,0.19745349497529874
F_FULL,92712,selected,44784,2024-11-07T00:10:00.000000000,0.20241775462077344
F_FULL,92712,selected,44928,2024-11-08T00:10:00.000000000,0.13689666143078774
F_FULL,92712,selected,45072,2024-11-09T00:10:00.000000000,0.19558645424920829
F_FULL,92712,selected,45216,2024-11-10T00:10:00.000000000,0.12959975705592217
F_FULL,92712,selected,45360,2024-11-11T00:10:00.000000000,0.20378998904883527
F_FULL,92712,selected,45504,2024-11-12T00:10:00.000000000,0.2150386859253192
F_FULL,92712,selected,45648,2024-11-13T00:10:00.000000000,0.11338448863488762
F_FULL,92712,selected,45792,2024-11-14T00:10:00.000000000,0.2010604728775586
F_FULL,92712,selected,45936,2024-11-15T00:10:00.000000000,0.12439288863681089
F_FULL,92712,selected,46080,2024-11-16T00:10:00.000000000,0.13414753738033763
F_FULL,92712,selected,46224,2024-11-17T00:10:00.000000000,0.154651872070819
F_FULL,92712,selected,46368,2024-11-18T00:10:00.000000000,0.1609559604632835
F_FULL,92712,selected,46512,2024-11-19T00:10:00.000000000,0.4641193245145221
F_FULL,92712,selected,46656,2024-11-20T00:10:00.000000000,0.14744595944967703
F_FULL,92712,selected,46800,2024-11-21T00:10:00.000000000,0.17578795969766864
F_FULL,92712,selected,46944,2024-11-22T00:10:00.000000000,0.1841645960423774
F_FULL,92712,selected,47088,2024-11-23T00:10:00.000000000,0.18343511874418844
F_FULL,92712,selected,47232,2024-11-24T00:10:00.000000000,0.3106589697314966
F_FULL,92712,selected,47376,2024-11-25T00:10:00.000000000,0.1831655395008848
F_FULL,92712,selected,47520,2024-11-26T00:10:00.000000000,0.2749982548295849
F_FULL,92712,selected,47664,2024-11-27T00:10:00.000000000,0.21555643303091032
F_FULL,92712,selected,47808,2024-11-28T00:10:00.000000000,0.2645893601785148
