arm,seed,variant,origin,timestamp,primary
F_FULL,92711,selected,45216,2024-11-10T00:10:00.000000000,0.12185492745125716
F_FULL,92711,selected,45360,2024-11-11T00:10:00.000000000,0.20104229336388568
F_FULL,92711,selected,45504,2024-11-12T00:10:00.000000000,0.21357237540707522
F_FULL,92711,selected,45648,2024-11-13T00:10:00.000000000,0.11722218725886714
F_FULL,92711,selected,45792,2024-11-14T00:10:00.000000000,0.2022628672743066
F_FULL,92711,selected,45936,2024-11-15T00:10:00.000000000,0.12874263950343612
F_FULL,92711,selected,46080,2024-11-16T00:10:00.000000000,0.13550799138434672
F_FULL,92711,selected,46224,2024-11-17T00:10:00.000000000,0.14985884512445422
F_FULL,92711,selected,46368,2024-11-18T00:10:00.000000000,0.15992116922938265
F_FULL,92711,selected,46512,2024-11-19T00:10:00.000000000,0.47376595690228224
F_FULL,92711,selected,46656,2024-11-20T00:10:00.000000000,0.14080580788403352
F_FULL,92711,selected,46800,2024-11-21T00:10:00.000000000,0.17701970933713765
F_FULL,92711,selected,46944,2024-11-22T00:10:00.000000000,0.18368446257521975
F_FULL,92711,selected,47088,2024-11-23T00:10:00.000000000,0.1882234742162844
F_FULL,92711,selected,47232,2024-11-24T00:10:00.000000000,0.3332086445049859
F_FULL,92711,selected,47376,2024-11-25T00:10:00.000000000,0.20086487608464174
F_FULL,92711,selected,47520,2024-11-26T00:10:00.000000000,0.25376298163692323
F_FULL,92711,selected,47664,2024-11-27T00:10:00.000000000,0.21540671472451325
F_FULL,92711,selected,47808,2024-11-28T00:10:00.000000000,0.24447062871417694
F_FULL,92711,selected,47952,2024-11-29T00:10:00.000000000,0.1718807425141948
F_FULL,92711,selected,48096,2024-11-30T00:10:00.000000000,0.15016082529486205
F_FULL,92711,selected,48240,2024-12-01T00:10:00.000000000,0.13054676092158116
F_FULL,92711,selected,48384,2024-12-02T00:10:00.000000000,0.14794188497401478
F_FULL,92711,selected,48528,2024-12-03T00:10:00.000000000,0.17100920887119025
F_FULL,92711,selected,48672,2024-12-04T00:10:00.000000000,0.10637472221847404
F_FULL,92711,selected,48816,2024-12-05T00:10:00.000000000,0.2228617538843752
F_FULL,92711,selected,48960,2024-12-06T00:10:00.000000000,0.275797480689339
F_FULL,92711,selected,49104,2024-12-07T00:10:00.000000000,0.24067292669132345
F_FULL,92711,selected,49248,2024-12-08T00:10:00.000000000,0.26117877867709793
F_FULL,92711,selected,49392,2024-12-09T00:10:00.000000000,0.18178359532197014
F_FULL,92711,selected,49536,2024-12-10T00:10:00.000000000,0.11972726600170674
F_FULL,92711,selected,49680,2024-12-11T00:10:00.000000000,0.14616165100109155
F_FULL,92711,selected,49824,2024-12-12T00:10:00.000000000,0.1071447812004243
F_FULL,92711,selected,49968,2024-12-13T00:10:00.000000000,0.12429859132389093
F_FULL,92711,selected,50112,2024-12-14T00:10:00.000000000,0.11587987251465404
F_FULL,92711,selected,50256,2024-12-15T00:10:00.000000000,0.18943384515952205
F_FULL,92711,selected,50400,2024-12-16T00:10:00.000000000,0.17365361947108887
F_FULL,92711,selected,50544,2024-12-17T00:10:00.000000000,0.09354089845724962
F_FULL,92711,selected,50688,2024-12-18T00:10:00.000000000,0.30928954350658017
F_FULL,92711,selected,50832,2024-12-19T00:10:00.000000000,0.29771918284356214
F_FULL,92711,selected,50976,2024-12-20T00:10:00.000000000,0.11926650292270172
F_FULL,92711,selected,51120,2024-12-21T00:10:00.000000000,0.26971256302601565
F_FULL,92711,selected,51264,2024-12-22T00:10:00.000000000,0.2666400451357666
F_FULL,92711,selected,51408,2024-12-23T00:10:00.000000000,0.1392381211373357
F_FULL,92711,selected,51552,2024-12-24T00:10:00.000000000,0.11800778707749007
F_FULL,92711,selected,51696,2024-12-25T00:10:00.000000000,0.12976264166258053
F_FULL,92711,selected,51840,2024-12-26T00:10:00.000000000,0.14944663244375678
F_FULL,92711,selected,51984,2024-12-27T00:10:00.000000000,0.1856595852936977
F_FULL,92711,selected,52128,2024-12-28T00:10:00.000000000,0.13880001411385717
F_FULL,92711,selected,52272,2024-12-29T00:10:00.000000000,0.16526114867942066
F_FULL,92711,selected,52416,2024-12-30T00:10:00.000000000,0.13477042816325752
F_FULL,92711,selected,52560,2024-12-31T00:10:00.000000000,0.11469194375052998
F_TOP3,92711,selected,42048,2024-10-19T00:10:00.000000000,0.13841096756249435
F_TOP3,92711,selected,42192,2024-10-20T00:10:00.000000000,0.10593434866646412
F_TOP3,92711,selected,42336,2024-10-21T00:10:00.000000000,0.11918083879246895
F_TOP3,92711,selected,42480,2024-10-22T00:10:00.000000000,0.25011135032207144
F_TOP3,92711,selected,42624,2024-10-23T00:10:00.000000000,0.14348503584233965
F_TOP3,92711,selected,42768,2024-10-24T00:10:00.000000000,0.1811371741419093
F_TOP3,92711,selected,42912,2024-10-25T00:10:00.000000000,0.10256490375497553
F_TOP3,92711,selected,43056,2024-10-26T00:10:00.000000000,0.13158433380621917
F_TOP3,92711,selected,43200,2024-10-27T00:10:00.000000000,0.13439714314711126
F_TOP3,92711,selected,43344,2024-10-28T00:10:00.000000000,0.12147219345424722
F_TOP3,92711,selected,43488,2024-10-29T00:10:00.000000000,0.1532801855368832
F_TOP3,92711,selected,43632,2024-10-30T00:10:00.000000000,0.1398374308188591
F_TOP3,92711,selected,43776,2024-10-31T00:10:00.000000000,0.11756096014727274
F_TOP3,92711,selected,43920,2024-11-01T00:10:00.000000000,0.14277176649800719
F_TOP3,92711,selected,44064,2024-11-02T00:10:00.000000000,0.31701489719358283
F_TOP3,92711,selected,44208,2024-11-03T00:10:00.000000000,0.16089021817282959
F_TOP3,92711,selected,44352,2024-11-04T00:10:00.000000000,0.1922519297752684
F_TOP3,92711,selected,44496,2024-11-05T00:10:00.000000000,0.12984242050736705
F_TOP3,92711,selected,44640,2024-11-06T00:10:00.000000000,0.18799241120902602
F_TOP3,92711,selected,44784,2024-11-07T00:10:00.000000000,0.17435603142872885
F_TOP3,92711,selected,44928,2024-11-08T00:10:00.000000000,0.13581215862373272
F_TOP3,92711,selected,45072,2024-11-09T00:10:00.000000000,0.18193944768373627
F_TOP3,92711,selected,45216,2024-11-10T00:10:00.000000000,0.12379328039344463
F_TOP3,92711,selected,45360,2024-11-11T00:10:00.000000000,0.20243502735476102
F_TOP3,92711,selected,45504,2024-11-12T00:10:00.000000000,0.21560936475949935
F_TOP3,92711,selected,45648,2024-11-13T00:10:00.000000000,0.1226975712734149
F_TOP3,92711,selected,45792,2024-11-14T00:10:00.000000000,0.20329760906843913
F_TOP3,92711,selected,45936,2024-11-15T00:10:00.000000000,0.13219857668510657
F_TOP3,92711,selected,46080,2024-11-16T00:10:00.000000000,0.13771763715505017
F_TOP3,92711,selected,46224,2024-11-17T00:10:00.000000000,0.1560374093223451
F_TOP3,92711,selected,46368,2024-11-18T00:10:00.000000000,0.15735373047741869
F_TOP3,92711,selected,46512,2024-11-19T00:10:00.000000000,0.4652107487557264
F_TOP3,92711,selected,46656,2024-11-20T00:10:00.000000000,0.1456844326021834
F_TOP3,92711,selected,46800,2024-11-21T00:10:00.000000000,0.176293728597788
F_TOP3,92711,selected,46944,2024-11-22T00:10:00.000000000,0.18038956271259043
F_TOP3,92711,selected,47088,2024-11-23T00:10:00.000000000,0.17893169076028737
F_TOP3,92711,selected,47232,2024-11-24T00:10:00.000000000,0.32684165564775564
F_TOP3,92711,selected,47376,2024-11-25T00:10:00.000000000,0.19834882141750126
F_TOP3,92711,selected,47520,2024-11-26T00:10:00.000000000,0.27983742735208156
F_TOP3,92711,selected,47664,2024-11-27T00:10:00.000000000,0.22041554953985032
F_TOP3,92711,selected,47808,2024-11-28T00:10:00.000000000,0.23550916587784004
F_TOP3,92711,selected,47952,2024-11-29T00:10:00.000000000,0.1702400427538874
F_TOP3,92711,selected,48096,2024-11-30T00:10:00.000000000,0.15158261708253537
F_TOP3,92711,selected,48240,2024-12-01T00:10:00.000000000,0.1448549940152457
F_TOP3,92711,selected,48384,2024-12-02T00:10:00.000000000,0.15051988101521482
F_TOP3,92711,selected,48528,2024-12-03T00:10:00.000000000,0.16925044140195705
F_TOP3,92711,selected,48672,2024-12-04T00:10:00.000000000,0.10807673644125398
F_TOP3,92711,selected,48816,2024-12-05T00:10:00.000000000,0.21655527877707176
F_TOP3,92711,selected,48960,2024-12-06T00:10:00.000000000,0.2730148460893045
F_TOP3,92711,selected,49104,2024-12-07T00:10:00.000000000,0.2365814382828429
F_TOP3,92711,selected,49248,2024-12-08T00:10:00.000000000,0.2630238884510768
F_TOP3,92711,selected,49392,2024-12-09T00:10:00.000000000,0.182688636353545
F_TOP3,92711,selected,49536,2024-12-10T00:10:00.000000000,0.1272153707701643
F_TOP3,92711,selected,49680,2024-12-11T00:10:00.000000000,0.14589903111658278
F_TOP3,92711,selected,49824,2024-12-12T00:10:00.000000000,0.10681628432085473
F_TOP3,92711,selected,49968,2024-12-13T00:10:00.000000000,0.12291796708544776
F_TOP3,92711,selected,50112,2024-12-14T00:10:00.000000000,0.1150095198968145
F_TOP3,92711,selected,50256,2024-12-15T00:10:00.000000000,0.19477620170124
F_TOP3,92711,selected,50400,2024-12-16T00:10:00.000000000,0.1683505215684727
F_TOP3,92711,selected,50544,2024-12-17T00:10:00.000000000,0.09142987035156744
F_TOP3,92711,selected,50688,2024-12-18T00:10:00.000000000,0.31502173823497925
F_TOP3,92711,selected,50832,2024-12-19T00:10:00.000000000,0.30567818904071486
F_TOP3,92711,selected,50976,2024-12-20T00:10:00.000000000,0.11868295876096244
F_TOP3,92711,selected,51120,2024-12-21T00:10:00.000000000,0.2833903999978576
F_TOP3,92711,selected,51264,2024-12-22T00:10:00.000000000,0.25188728711033676
F_TOP3,92711,selected,51408,2024-12-23T00:10:00.000000000,0.14336151294830027
F_TOP3,92711,selected,51552,2024-12-24T00:10:00.000000000,0.12093142760546807
F_TOP3,92711,selected,51696,2024-12-25T00:10:00.000000000,0.13812555514378774
F_TOP3,92711,selected,51840,2024-12-26T00:10:00.000000000,0.15041612517108105
F_TOP3,92711,selected,51984,2024-12-27T00:10:00.000000000,0.1915081719993147
F_TOP3,92711,selected,52128,2024-12-28T00:10:00.000000000,0.13775102550507723
F_TOP3,92711,selected,52272,2024-12-29T00:10:00.000000000,0.16493246307413933
F_TOP3,92711,selected,52416,2024-12-30T00:10:00.000000000,0.13726575365016241
F_TOP3,92711,selected,52560,2024-12-31T00:10:00.000000000,0.1176010432992795
E_EMLOC,92711,selected,42048,2024-10-19T00:10:00.000000000,0.14038195954956417
E_EMLOC,92711,selected,42192,2024-10-20T00:10:00.000000000,0.10721129225263662
E_EMLOC,92711,selected,42336,2024-10-21T00:10:00.000000000,0.12234863756518458
E_EMLOC,92711,selected,42480,2024-10-22T00:10:00.000000000,0.24759963071475471
E_EMLOC,92711,selected,42624,2024-10-23T00:10:00.000000000,0.14273129836455173
E_EMLOC,92711,selected,42768,2024-10-24T00:10:00.000000000,0.1795610675862983
E_EMLOC,92711,selected,42912,2024-10-25T00:10:00.000000000,0.10518092782660814
E_EMLOC,92711,selected,43056,2024-10-26T00:10:00.000000000,0.12898943683843214
E_EMLOC,92711,selected,43200,2024-10-27T00:10:00.000000000,0.13536933642505267
E_EMLOC,92711,selected,43344,2024-10-28T00:10:00.000000000,0.11952475115809576
E_EMLOC,92711,selected,43488,2024-10-29T00:10:00.000000000,0.15561045829552306
E_EMLOC,92711,selected,43632,2024-10-30T00:10:00.000000000,0.1410755435634895
E_EMLOC,92711,selected,43776,2024-10-31T00:10:00.000000000,0.11750886826092513
E_EMLOC,92711,selected,43920,2024-11-01T00:10:00.000000000,0.13423011056067646
E_EMLOC,92711,selected,44064,2024-11-02T00:10:00.000000000,0.3291903171031733
E_EMLOC,92711,selected,44208,2024-11-03T00:10:00.000000000,0.1649930400315017
E_EMLOC,92711,selected,44352,2024-11-04T00:10:00.000000000,0.21466399562197122
E_EMLOC,92711,selected,44496,2024-11-05T00:10:00.000000000,0.12339540323299995
E_EMLOC,92711,selected,44640,2024-11-06T00:10:00.000000000,0.1920663785772344
E_EMLOC,92711,selected,44784,2024-11-07T00:10:00.000000000,0.18106198494269096
E_EMLOC,92711,selected,44928,2024-11-08T00:10:00.000000000,0.13322755418815885
E_EMLOC,92711,selected,45072,2024-11-09T00:10:00.000000000,0.18208941875349566
E_EMLOC,92711,selected,45216,2024-11-10T00:10:00.000000000,0.13198084705109872
E_EMLOC,92711,selected,45360,2024-11-11T00:10:00.000000000,0.19821627570248784
E_EMLOC,92711,selected,45504,2024-11-12T00:10:00.000000000,0.2106445083731377
E_EMLOC,92711,selected,45648,2024-11-13T00:10:00.000000000,0.1193905161630077
E_EMLOC,92711,selected,45792,2024-11-14T00:10:00.000000000,0.2002388893215713
E_EMLOC,92711,selected,45936,2024-11-15T00:10:00.000000000,0.12426049050843702
E_EMLOC,92711,selected,46080,2024-11-16T00:10:00.000000000,0.1346703649899521
E_EMLOC,92711,selected,46224,2024-11-17T00:10:00.000000000,0.1515657994897756
E_EMLOC,92711,selected,46368,2024-11-18T00:10:00.000000000,0.1571872126593028
E_EMLOC,92711,selected,46512,2024-11-19T00:10:00.000000000,0.4617326152319511
E_EMLOC,92711,selected,46656,2024-11-20T00:10:00.000000000,0.1474816110814014
E_EMLOC,92711,selected,46800,2024-11-21T00:10:00.000000000,0.17697870157298748
E_EMLOC,92711,selected,46944,2024-11-22T00:10:00.000000000,0.18071920006985667
E_EMLOC,92711,selected,47088,2024-11-23T00:10:00.000000000,0.1932239999401207
E_EMLOC,92711,selected,47232,2024-11-24T00:10:00.000000000,0.32950160708195697
E_EMLOC,92711,selected,47376,2024-11-25T00:10:00.000000000,0.19623922449660866
E_EMLOC,92711,selected,47520,2024-11-26T00:10:00.000000000,0.2500878760483848
E_EMLOC,92711,selected,47664,2024-11-27T00:10:00.000000000,0.21527355880833568
E_EMLOC,92711,selected,47808,2024-11-28T00:10:00.000000000,0.2460752535285766
E_EMLOC,92711,selected,47952,2024-11-29T00:10:00.000000000,0.16856600037372949
E_EMLOC,92711,selected,48096,2024-11-30T00:10:00.000000000,0.14821062276072838
E_EMLOC,92711,selected,48240,2024-12-01T00:10:00.000000000,0.1372768709105785
E_EMLOC,92711,selected,48384,2024-12-02T00:10:00.000000000,0.15291900682174267
E_EMLOC,92711,selected,48528,2024-12-03T00:10:00.000000000,0.17946339869279693
E_EMLOC,92711,selected,48672,2024-12-04T00:10:00.000000000,0.11033371830735003
E_EMLOC,92711,selected,48816,2024-12-05T00:10:00.000000000,0.2193514387130265
E_EMLOC,92711,selected,48960,2024-12-06T00:10:00.000000000,0.2766137213100805
E_EMLOC,92711,selected,49104,2024-12-07T00:10:00.000000000,0.24124592750552523
E_EMLOC,92711,selected,49248,2024-12-08T00:10:00.000000000,0.2615039680449846
E_EMLOC,92711,selected,49392,2024-12-09T00:10:00.000000000,0.1927100333313633
E_EMLOC,92711,selected,49536,2024-12-10T00:10:00.000000000,0.11991556716575139
E_EMLOC,92711,selected,49680,2024-12-11T00:10:00.000000000,0.14617242247130363
E_EMLOC,92711,selected,49824,2024-12-12T00:10:00.000000000,0.10957314108971787
E_EMLOC,92711,selected,49968,2024-12-13T00:10:00.000000000,0.12267313270866384
E_EMLOC,92711,selected,50112,2024-12-14T00:10:00.000000000,0.11987761557901029
E_EMLOC,92711,selected,50256,2024-12-15T00:10:00.000000000,0.18411094543454082
E_EMLOC,92711,selected,50400,2024-12-16T00:10:00.000000000,0.16872690838048054
E_EMLOC,92711,selected,50544,2024-12-17T00:10:00.000000000,0.09592240571722968
E_EMLOC,92711,selected,50688,2024-12-18T00:10:00.000000000,0.30750963369377826
E_EMLOC,92711,selected,50832,2024-12-19T00:10:00.000000000,0.2859780166535279
E_EMLOC,92711,selected,50976,2024-12-20T00:10:00.000000000,0.11633095845595412
E_EMLOC,92711,selected,51120,2024-12-21T00:10:00.000000000,0.27621453773416277
E_EMLOC,92711,selected,51264,2024-12-22T00:10:00.000000000,0.27128379590188834
E_EMLOC,92711,selected,51408,2024-12-23T00:10:00.000000000,0.1403264859146684
E_EMLOC,92711,selected,51552,2024-12-24T00:10:00.000000000,0.11813719606080894
E_EMLOC,92711,selected,51696,2024-12-25T00:10:00.000000000,0.12850608859964577
E_EMLOC,92711,selected,51840,2024-12-26T00:10:00.000000000,0.15862827605596774
E_EMLOC,92711,selected,51984,2024-12-27T00:10:00.000000000,0.1887443599492193
E_EMLOC,92711,selected,52128,2024-12-28T00:10:00.000000000,0.13903432229489224
E_EMLOC,92711,selected,52272,2024-12-29T00:10:00.000000000,0.17658642024404408
E_EMLOC,92711,selected,52416,2024-12-30T00:10:00.000000000,0.14071688500292254
E_EMLOC,92711,selected,52560,2024-12-31T00:10:00.000000000,0.1168263215575269
E_DELTA,92711,selected,42048,2024-10-19T00:10:00.000000000,0.13999282276022434
E_DELTA,92711,selected,42192,2024-10-20T00:10:00.000000000,0.10441051802157843
E_DELTA,92711,selected,42336,2024-10-21T00:10:00.000000000,0.11503745813559171
E_DELTA,92711,selected,42480,2024-10-22T00:10:00.000000000,0.2530976564403737
E_DELTA,92711,selected,42624,2024-10-23T00:10:00.000000000,0.14032920888294742
E_DELTA,92711,selected,42768,2024-10-24T00:10:00.000000000,0.18186846426562214
E_DELTA,92711,selected,42912,2024-10-25T00:10:00.000000000,0.10413586350662622
E_DELTA,92711,selected,43056,2024-10-26T00:10:00.000000000,0.13174204447302063
E_DELTA,92711,selected,43200,2024-10-27T00:10:00.000000000,0.13239317676818896
E_DELTA,92711,selected,43344,2024-10-28T00:10:00.000000000,0.12219871534417684
E_DELTA,92711,selected,43488,2024-10-29T00:10:00.000000000,0.15249789529960453
E_DELTA,92711,selected,43632,2024-10-30T00:10:00.000000000,0.1446409096509774
E_DELTA,92711,selected,43776,2024-10-31T00:10:00.000000000,0.11987344862880478
E_DELTA,92711,selected,43920,2024-11-01T00:10:00.000000000,0.13926624083757644
E_DELTA,92711,selected,44064,2024-11-02T00:10:00.000000000,0.33452495936812127
E_DELTA,92711,selected,44208,2024-11-03T00:10:00.000000000,0.1645881849810584
E_DELTA,92711,selected,44352,2024-11-04T00:10:00.000000000,0.18306877238867697
E_DELTA,92711,selected,44496,2024-11-05T00:10:00.000000000,0.12679674447309142
E_DELTA,92711,selected,44640,2024-11-06T00:10:00.000000000,0.18163491916862562
E_DELTA,92711,selected,44784,2024-11-07T00:10:00.000000000,0.17896857917897147
E_DELTA,92711,selected,44928,2024-11-08T00:10:00.000000000,0.1311571397139003
E_DELTA,92711,selected,45072,2024-11-09T00:10:00.000000000,0.18627283921529073
E_DELTA,92711,selected,45216,2024-11-10T00:10:00.000000000,0.12281885880026575
E_DELTA,92711,selected,45360,2024-11-11T00:10:00.000000000,0.20169730362127905
E_DELTA,92711,selected,45504,2024-11-12T00:10:00.000000000,0.21866275027147272
E_DELTA,92711,selected,45648,2024-11-13T00:10:00.000000000,0.11978038299658748
E_DELTA,92711,selected,45792,2024-11-14T00:10:00.000000000,0.20335555176598838
E_DELTA,92711,selected,45936,2024-11-15T00:10:00.000000000,0.12906223524985624
E_DELTA,92711,selected,46080,2024-11-16T00:10:00.000000000,0.13656577276965143
E_DELTA,92711,selected,46224,2024-11-17T00:10:00.000000000,0.14974712786660388
E_DELTA,92711,selected,46368,2024-11-18T00:10:00.000000000,0.15969954268102354
E_DELTA,92711,selected,46512,2024-11-19T00:10:00.000000000,0.47223973487433113
E_DELTA,92711,selected,46656,2024-11-20T00:10:00.000000000,0.14399123189564667
E_DELTA,92711,selected,46800,2024-11-21T00:10:00.000000000,0.17595715834753292
E_DELTA,92711,selected,46944,2024-11-22T00:10:00.000000000,0.18262349383922058
E_DELTA,92711,selected,47088,2024-11-23T00:10:00.000000000,0.1916221459402501
E_DELTA,92711,selected,47232,2024-11-24T00:10:00.000000000,0.3280121816903148
E_DELTA,92711,selected,47376,2024-11-25T00:10:00.000000000,0.1967853525532974
E_DELTA,92711,selected,47520,2024-11-26T00:10:00.000000000,0.26186474701271534
E_DELTA,92711,selected,47664,2024-11-27T00:10:00.000000000,0.21709295947684892
