ledger,arm,seed,group,component,seconds
cold_start_charged,F_FULL,92712,transfer_selection,selection_export,0.041826500033494085
cold_start_charged,F_TOP3,92712,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,F_TOP3,92712,fit_procedure,full_model_load,4.549102799966931
cold_start_charged,F_TOP3,92712,fit_procedure,checkpoint_io,0.04988120001507923
cold_start_charged,F_TOP3,92712,fit_procedure,val_eval,20.45931489992654
cold_start_charged,F_TOP3,92712,fit_procedure,main_updates,60.84955129912123
cold_start_charged,F_TOP3,92712,transfer_selection,selection_export,0.012220599979627877
cold_start_charged,E_EMLOC,92712,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_EMLOC,92712,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_EMLOC,92712,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_EMLOC,92712,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_EMLOC,92712,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_EMLOC,92712,fit_procedure,emulator_load,5.173954099998809
cold_start_charged,E_EMLOC,92712,fit_procedure,checkpoint_io,0.1272715000086464
diagnostic,E_EMLOC,92712,diagnostic_not_charged,diag_emulator_val,32.102630399982445
cold_start_charged,E_EMLOC,92712,fit_procedure,main_updates,184.47491009987425
cold_start_charged,E_EMLOC,92712,fit_procedure,full_model_load_transfer,0.7375183999538422
cold_start_charged,E_EMLOC,92712,transfer_selection,transfer,1.1665884999674745
cold_start_charged,E_EMLOC,92712,fit_procedure,val_eval,27.400642800028436
diagnostic,E_EMLOC,92712,diagnostic_not_charged,diag_naive_transfer,27.51046530000167
cold_start_charged,E_EMLOC,92712,transfer_selection,selection_export,0.04136350000044331
cold_start_charged,E_DELTA,92712,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_DELTA,92712,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_DELTA,92712,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_DELTA,92712,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_DELTA,92712,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_DELTA,92712,preparation,caches:f0_cache_train,28.595736099989153
cold_start_charged,E_DELTA,92712,preparation,caches:f0_cache_val,3.5800609000143595
cold_start_charged,E_DELTA,92712,preparation,caches:e0_cache_svd_train,33.574019799998496
cold_start_charged,E_DELTA,92712,preparation,caches:e0_cache_svd_val,4.339234700019006
cold_start_charged,E_DELTA,92712,fit_procedure,emulator_load,5.15207269997336
cold_start_charged,E_DELTA,92712,fit_procedure,checkpoint_io,0.11700789997121319
diagnostic,E_DELTA,92712,diagnostic_not_charged,diag_emulator_val,32.333659199939575
cold_start_charged,E_DELTA,92712,fit_procedure,main_updates,186.4725182997645
cold_start_charged,E_DELTA,92712,fit_procedure,full_model_load_transfer,0.7614224999560975
cold_start_charged,E_DELTA,92712,transfer_selection,transfer,0.07555979985045269
cold_start_charged,E_DELTA,92712,fit_procedure,val_eval,28.354294100077823
cold_start_charged,E_DELTA,92712,transfer_selection,selection_export,0.042569999990519136
cold_start_charged,E_VALUE_DELTA,92712,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_VALUE_DELTA,92712,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_VALUE_DELTA,92712,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_VALUE_DELTA,92712,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_VALUE_DELTA,92712,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_VALUE_DELTA,92712,preparation,calibrate:teacher_zero_calibration,1.292920799984131
cold_start_charged,E_VALUE_DELTA,92712,preparation,calibrate:initial_error_calibration,0.9491793999332003
cold_start_charged,E_VALUE_DELTA,92712,preparation,calibrate:calibration_VALUE,2.746051600028295
cold_start_charged,E_VALUE_DELTA,92712,preparation,caches:f0_cache_train,28.595736099989153
cold_start_charged,E_VALUE_DELTA,92712,preparation,caches:f0_cache_val,3.5800609000143595
cold_start_charged,E_VALUE_DELTA,92712,preparation,caches:e0_cache_value_train,35.28236700000707
cold_start_charged,E_VALUE_DELTA,92712,preparation,caches:e0_cache_value_val,4.714097200019751
cold_start_charged,E_VALUE_DELTA,92712,fit_procedure,emulator_load,5.11508399999002
cold_start_charged,E_VALUE_DELTA,92712,fit_procedure,checkpoint_io,0.1425673000048846
diagnostic,E_VALUE_DELTA,92712,diagnostic_not_charged,diag_emulator_val,32.51143850007793
cold_start_charged,E_VALUE_DELTA,92712,fit_procedure,main_updates,187.17253700003494
cold_start_charged,E_VALUE_DELTA,92712,fit_procedure,full_model_load_transfer,0.7483239999855869
cold_start_charged,E_VALUE_DELTA,92712,transfer_selection,transfer,0.0793940001167357
cold_start_charged,E_VALUE_DELTA,92712,fit_procedure,val_eval,28.973757300002035
cold_start_charged,E_VALUE_DELTA,92712,transfer_selection,selection_export,0.04752650001319125
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,calibrate:teacher_zero_calibration,1.292920799984131
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,calibrate:teacher_probe_calibration,2.379945600114297
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,calibrate:initial_error_calibration,0.9491793999332003
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,calibrate:calibration_RESPONSE,8.679448299808428
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,caches:f0_cache_train,28.595736099989153
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,caches:f0_cache_val,3.5800609000143595
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,caches:e0_cache_response_train,33.935853800037876
cold_start_charged,E_RESPONSE_DELTA,92712,preparation,caches:e0_cache_response_val,4.276710600010119
cold_start_charged,E_RESPONSE_DELTA,92712,fit_procedure,emulator_load,4.981478100002278
cold_start_charged,E_RESPONSE_DELTA,92712,fit_procedure,checkpoint_io,0.11681339994538575
diagnostic,E_RESPONSE_DELTA,92712,diagnostic_not_charged,diag_emulator_val,32.29209850000916
cold_start_charged,E_RESPONSE_DELTA,92712,fit_procedure,main_updates,184.71143059956376
cold_start_charged,E_RESPONSE_DELTA,92712,fit_procedure,full_model_load_transfer,0.7324286999646574
cold_start_charged,E_RESPONSE_DELTA,92712,transfer_selection,transfer,0.06793449993710965
cold_start_charged,E_RESPONSE_DELTA,92712,fit_procedure,val_eval,27.24562900001183
cold_start_charged,E_RESPONSE_DELTA,92712,transfer_selection,selection_export,0.04095910000614822
experiment_actual_once,SHARED,0,prepare,data_prepare,0.17081029998371378
experiment_actual_once,SHARED,0,compress,full_model_load,4.548874799977057
experiment_actual_once,SHARED,0,compress,activation_collection,1.5440908999880776
experiment_actual_once,SHARED,0,compress,svd_factorization,8.475445100106299
experiment_actual_once,SHARED,0,compress,emulator_build,0.9729842999950051
experiment_actual_once,SHARED,0,calibrate,artifact_teacher_full_load,4.573306399979629
experiment_actual_once,SHARED,0,calibrate,teacher_zero_calibration,1.292920799984131
experiment_actual_once,SHARED,0,calibrate,teacher_probe_calibration,2.379945600114297
experiment_actual_once,SHARED,0,calibrate,diag_teacher_zero,0.5376891001360491
experiment_actual_once,SHARED,0,calibrate,diag_teacher_probe,1.17945860006148
experiment_actual_once,SHARED,0,calibrate,artifact_emulator_load,0.8312986000091769
experiment_actual_once,SHARED,0,calibrate,initial_error_calibration,0.9491793999332003
experiment_actual_once,SHARED,0,calibrate,calibration_VALUE,2.746051600028295
experiment_actual_once,SHARED,0,calibrate,calibration_RESPONSE,8.679448299808428
experiment_actual_once,SHARED,0,caches,artifact_full_load,4.71048609999707
experiment_actual_once,SHARED,0,caches,f0_cache_train,28.595736099989153
experiment_actual_once,SHARED,0,caches,f0_cache_val,3.5800609000143595
experiment_actual_once,SHARED,0,caches,artifact_emulator_load_svd,0.7689512000069954
experiment_actual_once,SHARED,0,caches,e0_cache_svd_train,33.574019799998496
experiment_actual_once,SHARED,0,caches,e0_cache_svd_val,4.339234700019006
experiment_actual_once,SHARED,0,caches,artifact_emulator_load_value,0.9922040000092238
experiment_actual_once,SHARED,0,caches,e0_cache_value_train,35.28236700000707
experiment_actual_once,SHARED,0,caches,e0_cache_value_val,4.714097200019751
experiment_actual_once,SHARED,0,caches,artifact_emulator_load_response,0.8238094000262208
experiment_actual_once,SHARED,0,caches,e0_cache_response_train,33.935853800037876
experiment_actual_once,SHARED,0,caches,e0_cache_response_val,4.276710600010119
experiment_actual_once,F_FULL,92711,fit,full_model_load,5.043556600052398
experiment_actual_once,F_FULL,92711,fit,checkpoint_io,0.14425860007759184
experiment_actual_once,F_FULL,92711,fit,val_eval,27.53538610000396
experiment_actual_once,F_FULL,92711,fit,main_updates,162.09164779965067
experiment_actual_once,F_FULL,92711,fit,selection_export,0.04094089998397976
experiment_actual_once,F_TOP3,92711,fit,full_model_load,5.287926799966954
experiment_actual_once,F_TOP3,92711,fit,checkpoint_io,0.048554700042586774
experiment_actual_once,F_TOP3,92711,fit,val_eval,20.854734399996232
experiment_actual_once,F_TOP3,92711,fit,main_updates,62.309883199923206
experiment_actual_once,F_TOP3,92711,fit,selection_export,0.013509700016584247
experiment_actual_once,E_EMLOC,92711,fit,emulator_load,5.416454399994109
experiment_actual_once,E_EMLOC,92711,fit,checkpoint_io,0.11762229999294505
experiment_actual_once,E_EMLOC,92711,fit,diag_emulator_val,31.421027400065213
experiment_actual_once,E_EMLOC,92711,fit,main_updates,181.69873210048536
experiment_actual_once,E_EMLOC,92711,fit,full_model_load_transfer,0.7650246999692172
experiment_actual_once,E_EMLOC,92711,fit,transfer,1.1906338999979198
experiment_actual_once,E_EMLOC,92711,fit,val_eval,27.307193199987523
experiment_actual_once,E_EMLOC,92711,fit,diag_naive_transfer,27.290990700072143
experiment_actual_once,E_EMLOC,92711,fit,selection_export,0.04099449998466298
experiment_actual_once,E_DELTA,92711,fit,emulator_load,4.826867899973877
experiment_actual_once,E_DELTA,92711,fit,checkpoint_io,0.12923649995354936
experiment_actual_once,E_DELTA,92711,fit,diag_emulator_val,31.582743200066034
experiment_actual_once,E_DELTA,92711,fit,main_updates,181.4825489995419
experiment_actual_once,E_DELTA,92711,fit,full_model_load_transfer,0.6984268000232987
experiment_actual_once,E_DELTA,92711,fit,transfer,0.07028029998764396
experiment_actual_once,E_DELTA,92711,fit,val_eval,27.413215099892113
experiment_actual_once,E_DELTA,92711,fit,selection_export,0.041828100045677274
experiment_actual_once,E_VALUE_DELTA,92711,fit,emulator_load,4.9391920999623835
experiment_actual_once,E_VALUE_DELTA,92711,fit,checkpoint_io,0.13009689992759377
experiment_actual_once,E_VALUE_DELTA,92711,fit,diag_emulator_val,32.3252309000236
experiment_actual_once,E_VALUE_DELTA,92711,fit,main_updates,186.60345460061217
experiment_actual_once,E_VALUE_DELTA,92711,fit,full_model_load_transfer,0.7475925000035204
experiment_actual_once,E_VALUE_DELTA,92711,fit,transfer,0.07127900008345023
experiment_actual_once,E_VALUE_DELTA,92711,fit,val_eval,27.528830399969593
experiment_actual_once,E_VALUE_DELTA,92711,fit,selection_export,0.043198500003200024
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,emulator_load,4.754826700023841
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,checkpoint_io,0.13130739994812757
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,diag_emulator_val,31.548786200059112
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,main_updates,181.16501060087467
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,full_model_load_transfer,0.7152234999812208
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,transfer,0.0738972999388352
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,val_eval,27.69874229998095
experiment_actual_once,E_RESPONSE_DELTA,92711,fit,selection_export,0.0434982999577187
experiment_actual_once,F_FULL,92712,fit,full_model_load,4.664924099983182
experiment_actual_once,F_FULL,92712,fit,checkpoint_io,0.14420580002479255
experiment_actual_once,F_FULL,92712,fit,val_eval,27.321486600034405
experiment_actual_once,F_FULL,92712,fit,main_updates,159.5728726001107
experiment_actual_once,F_FULL,92712,fit,selection_export,0.041826500033494085
experiment_actual_once,F_TOP3,92712,fit,full_model_load,4.549102799966931
experiment_actual_once,F_TOP3,92712,fit,checkpoint_io,0.04988120001507923
experiment_actual_once,F_TOP3,92712,fit,val_eval,20.45931489992654
experiment_actual_once,F_TOP3,92712,fit,main_updates,60.84955129912123
experiment_actual_once,F_TOP3,92712,fit,selection_export,0.012220599979627877
experiment_actual_once,E_EMLOC,92712,fit,emulator_load,5.173954099998809
experiment_actual_once,E_EMLOC,92712,fit,checkpoint_io,0.1272715000086464
experiment_actual_once,E_EMLOC,92712,fit,diag_emulator_val,32.102630399982445
experiment_actual_once,E_EMLOC,92712,fit,main_updates,184.47491009987425
experiment_actual_once,E_EMLOC,92712,fit,full_model_load_transfer,0.7375183999538422
experiment_actual_once,E_EMLOC,92712,fit,transfer,1.1665884999674745
experiment_actual_once,E_EMLOC,92712,fit,val_eval,27.400642800028436
experiment_actual_once,E_EMLOC,92712,fit,diag_naive_transfer,27.51046530000167
experiment_actual_once,E_EMLOC,92712,fit,selection_export,0.04136350000044331
experiment_actual_once,E_DELTA,92712,fit,emulator_load,5.15207269997336
experiment_actual_once,E_DELTA,92712,fit,checkpoint_io,0.11700789997121319
experiment_actual_once,E_DELTA,92712,fit,diag_emulator_val,32.333659199939575
experiment_actual_once,E_DELTA,92712,fit,main_updates,186.4725182997645
experiment_actual_once,E_DELTA,92712,fit,full_model_load_transfer,0.7614224999560975
experiment_actual_once,E_DELTA,92712,fit,transfer,0.07555979985045269
experiment_actual_once,E_DELTA,92712,fit,val_eval,28.354294100077823
experiment_actual_once,E_DELTA,92712,fit,selection_export,0.042569999990519136
experiment_actual_once,E_VALUE_DELTA,92712,fit,emulator_load,5.11508399999002
experiment_actual_once,E_VALUE_DELTA,92712,fit,checkpoint_io,0.1425673000048846
experiment_actual_once,E_VALUE_DELTA,92712,fit,diag_emulator_val,32.51143850007793
experiment_actual_once,E_VALUE_DELTA,92712,fit,main_updates,187.17253700003494
experiment_actual_once,E_VALUE_DELTA,92712,fit,full_model_load_transfer,0.7483239999855869
experiment_actual_once,E_VALUE_DELTA,92712,fit,transfer,0.0793940001167357
experiment_actual_once,E_VALUE_DELTA,92712,fit,val_eval,28.973757300002035
experiment_actual_once,E_VALUE_DELTA,92712,fit,selection_export,0.04752650001319125
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,emulator_load,4.981478100002278
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,checkpoint_io,0.11681339994538575
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,diag_emulator_val,32.29209850000916
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,main_updates,184.71143059956376
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,full_model_load_transfer,0.7324286999646574
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,transfer,0.06793449993710965
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,val_eval,27.24562900001183
experiment_actual_once,E_RESPONSE_DELTA,92712,fit,selection_export,0.04095910000614822
evaluation_not_adaptation,ALL,0,test,test_prediction,82.48093669995433
