ledger,arm,seed,group,component,seconds
cold_start_charged,F_FULL,92711,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,F_FULL,92711,fit_procedure,full_model_load,5.043556600052398
cold_start_charged,F_FULL,92711,fit_procedure,checkpoint_io,0.14425860007759184
cold_start_charged,F_FULL,92711,fit_procedure,val_eval,27.53538610000396
cold_start_charged,F_FULL,92711,fit_procedure,main_updates,162.09164779965067
cold_start_charged,F_FULL,92711,transfer_selection,selection_export,0.04094089998397976
cold_start_charged,F_TOP3,92711,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,F_TOP3,92711,fit_procedure,full_model_load,5.287926799966954
cold_start_charged,F_TOP3,92711,fit_procedure,checkpoint_io,0.048554700042586774
cold_start_charged,F_TOP3,92711,fit_procedure,val_eval,20.854734399996232
cold_start_charged,F_TOP3,92711,fit_procedure,main_updates,62.309883199923206
cold_start_charged,F_TOP3,92711,transfer_selection,selection_export,0.013509700016584247
cold_start_charged,E_EMLOC,92711,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_EMLOC,92711,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_EMLOC,92711,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_EMLOC,92711,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_EMLOC,92711,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_EMLOC,92711,fit_procedure,emulator_load,5.416454399994109
cold_start_charged,E_EMLOC,92711,fit_procedure,checkpoint_io,0.11762229999294505
diagnostic,E_EMLOC,92711,diagnostic_not_charged,diag_emulator_val,31.421027400065213
cold_start_charged,E_EMLOC,92711,fit_procedure,main_updates,181.69873210048536
cold_start_charged,E_EMLOC,92711,fit_procedure,full_model_load_transfer,0.7650246999692172
cold_start_charged,E_EMLOC,92711,transfer_selection,transfer,1.1906338999979198
cold_start_charged,E_EMLOC,92711,fit_procedure,val_eval,27.307193199987523
diagnostic,E_EMLOC,92711,diagnostic_not_charged,diag_naive_transfer,27.290990700072143
cold_start_charged,E_EMLOC,92711,transfer_selection,selection_export,0.04099449998466298
cold_start_charged,E_DELTA,92711,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_DELTA,92711,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_DELTA,92711,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_DELTA,92711,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_DELTA,92711,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_DELTA,92711,preparation,caches:f0_cache_train,28.595736099989153
cold_start_charged,E_DELTA,92711,preparation,caches:f0_cache_val,3.5800609000143595
cold_start_charged,E_DELTA,92711,preparation,caches:e0_cache_svd_train,33.574019799998496
cold_start_charged,E_DELTA,92711,preparation,caches:e0_cache_svd_val,4.339234700019006
cold_start_charged,E_DELTA,92711,fit_procedure,emulator_load,4.826867899973877
cold_start_charged,E_DELTA,92711,fit_procedure,checkpoint_io,0.12923649995354936
diagnostic,E_DELTA,92711,diagnostic_not_charged,diag_emulator_val,31.582743200066034
cold_start_charged,E_DELTA,92711,fit_procedure,main_updates,181.4825489995419
cold_start_charged,E_DELTA,92711,fit_procedure,full_model_load_transfer,0.6984268000232987
cold_start_charged,E_DELTA,92711,transfer_selection,transfer,0.07028029998764396
cold_start_charged,E_DELTA,92711,fit_procedure,val_eval,27.413215099892113
cold_start_charged,E_DELTA,92711,transfer_selection,selection_export,0.041828100045677274
cold_start_charged,E_VALUE_DELTA,92711,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_VALUE_DELTA,92711,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_VALUE_DELTA,92711,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_VALUE_DELTA,92711,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_VALUE_DELTA,92711,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_VALUE_DELTA,92711,preparation,calibrate:teacher_zero_calibration,1.292920799984131
cold_start_charged,E_VALUE_DELTA,92711,preparation,calibrate:initial_error_calibration,0.9491793999332003
cold_start_charged,E_VALUE_DELTA,92711,preparation,calibrate:calibration_VALUE,2.746051600028295
cold_start_charged,E_VALUE_DELTA,92711,preparation,caches:f0_cache_train,28.595736099989153
cold_start_charged,E_VALUE_DELTA,92711,preparation,caches:f0_cache_val,3.5800609000143595
cold_start_charged,E_VALUE_DELTA,92711,preparation,caches:e0_cache_value_train,35.28236700000707
cold_start_charged,E_VALUE_DELTA,92711,preparation,caches:e0_cache_value_val,4.714097200019751
cold_start_charged,E_VALUE_DELTA,92711,fit_procedure,emulator_load,4.9391920999623835
cold_start_charged,E_VALUE_DELTA,92711,fit_procedure,checkpoint_io,0.13009689992759377
diagnostic,E_VALUE_DELTA,92711,diagnostic_not_charged,diag_emulator_val,32.3252309000236
cold_start_charged,E_VALUE_DELTA,92711,fit_procedure,main_updates,186.60345460061217
cold_start_charged,E_VALUE_DELTA,92711,fit_procedure,full_model_load_transfer,0.7475925000035204
cold_start_charged,E_VALUE_DELTA,92711,transfer_selection,transfer,0.07127900008345023
cold_start_charged,E_VALUE_DELTA,92711,fit_procedure,val_eval,27.528830399969593
cold_start_charged,E_VALUE_DELTA,92711,transfer_selection,selection_export,0.043198500003200024
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,compress:full_model_load,4.548874799977057
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,compress:activation_collection,1.5440908999880776
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,compress:svd_factorization,8.475445100106299
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,compress:emulator_build,0.9729842999950051
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,calibrate:teacher_zero_calibration,1.292920799984131
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,calibrate:teacher_probe_calibration,2.379945600114297
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,calibrate:initial_error_calibration,0.9491793999332003
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,calibrate:calibration_RESPONSE,8.679448299808428
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,caches:f0_cache_train,28.595736099989153
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,caches:f0_cache_val,3.5800609000143595
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,caches:e0_cache_response_train,33.935853800037876
cold_start_charged,E_RESPONSE_DELTA,92711,preparation,caches:e0_cache_response_val,4.276710600010119
cold_start_charged,E_RESPONSE_DELTA,92711,fit_procedure,emulator_load,4.754826700023841
cold_start_charged,E_RESPONSE_DELTA,92711,fit_procedure,checkpoint_io,0.13130739994812757
diagnostic,E_RESPONSE_DELTA,92711,diagnostic_not_charged,diag_emulator_val,31.548786200059112
cold_start_charged,E_RESPONSE_DELTA,92711,fit_procedure,main_updates,181.16501060087467
cold_start_charged,E_RESPONSE_DELTA,92711,fit_procedure,full_model_load_transfer,0.7152234999812208
cold_start_charged,E_RESPONSE_DELTA,92711,transfer_selection,transfer,0.0738972999388352
cold_start_charged,E_RESPONSE_DELTA,92711,fit_procedure,val_eval,27.69874229998095
cold_start_charged,E_RESPONSE_DELTA,92711,transfer_selection,selection_export,0.0434982999577187
cold_start_charged,F_FULL,92712,preparation,prepare:data_prepare,0.17081029998371378
cold_start_charged,F_FULL,92712,fit_procedure,full_model_load,4.664924099983182
cold_start_charged,F_FULL,92712,fit_procedure,checkpoint_io,0.14420580002479255
cold_start_charged,F_FULL,92712,fit_procedure,val_eval,27.321486600034405
cold_start_charged,F_FULL,92712,fit_procedure,main_updates,159.5728726001107
