figure,panel,series,seed,x,y,unit,source_file
fig2_total_cost_frontier,a,F_FULL,92712,191.9161259001703,0.17636065230050513,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,F_FULL,mean,193.4713630999613,0.17577917523128148,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,F_TOP3,92711,88.68541909992928,0.1761593021061516,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,F_TOP3,92712,86.09088109899312,0.17685210033379142,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,F_TOP3,mean,87.3881500994612,0.1765057012199715,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_EMLOC,92711,232.2488605004619,0.17626310955364302,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_EMLOC,92712,234.83445429988205,0.17729659919320817,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_EMLOC,mean,233.54165740017197,0.17677985437342558,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_DELTA,92711,300.46366059948923,0.17578175298139995,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_DELTA,92712,306.7767021996551,0.17733602401049864,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_DELTA,mean,303.6201813995722,0.1765588884959493,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_VALUE_DELTA,92711,312.936262400588,0.17568137312409707,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_VALUE_DELTA,92712,315.1518085001735,0.17732985951584904,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_VALUE_DELTA,mean,314.04403545038076,0.17650561631997305,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_RESPONSE_DELTA,92711,313.9845670006471,0.1759661138997106,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_RESPONSE_DELTA,92712,317.2987342993729,0.17710107874125894,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,E_RESPONSE_DELTA,mean,315.64165065001,0.17653359632048476,s | TEST scaled twice-pinball,RESOURCES.csv
fig2_total_cost_frontier,a,threshold|total_s,mean,154.77709047996905,,s,RESOURCES.csv + config.json
fig2_total_cost_frontier,a,threshold|test_primary,mean,,0.17665807110743786,TEST scaled twice-pinball,RESOURCES.csv + config.json
fig2_total_cost_frontier,caption,F_TOP3|mean total-time saving vs F_FULL,mean,,54.83148063917338,%,RESOURCES.csv
fig2_total_cost_frontier,caption,E_EMLOC|mean total-time saving vs F_FULL,mean,,-20.711227572996137,%,RESOURCES.csv
fig2_total_cost_frontier,caption,E_DELTA|mean total-time saving vs F_FULL,mean,,-56.932879644156955,%,RESOURCES.csv
fig2_total_cost_frontier,caption,E_VALUE_DELTA|mean total-time saving vs F_FULL,mean,,-62.3206816856523,%,RESOURCES.csv
fig2_total_cost_frontier,caption,E_RESPONSE_DELTA|mean total-time saving vs F_FULL,mean,,-63.14644482394361,%,RESOURCES.csv
fig3_cost_breakdown,a,Data preparation,mean,0.17081029998371378,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Model loads,mean,4.85424035001779,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Activation stats + SVD + emulator build,mean,0.0,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Teacher probes + gamma calibration,mean,0.0,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,F0/E0 forecast caches,mean,0.0,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Main updates,mean,160.8322601998807,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,VAL evaluation (original model),mean,27.428436350019183,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Checkpoint I/O,mean,0.1442322000511922,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Transfer/correction + selection,mean,0.04138370000873692,Full LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,total,92711,195.02660029975232,Full LoRA+,s,RESOURCES.csv
fig3_cost_breakdown,a,total,92712,191.9161259001703,Full LoRA+,s,RESOURCES.csv
fig3_cost_breakdown,a,total,mean,193.4713630999613,Full LoRA+,s,RESOURCES.csv
fig3_cost_breakdown,a,Data preparation,mean,0.17081029998371378,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Model loads,mean,4.9185147999669425,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Activation stats + SVD + emulator build,mean,0.0,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Teacher probes + gamma calibration,mean,0.0,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,F0/E0 forecast caches,mean,0.0,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Main updates,mean,61.57971724952222,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,VAL evaluation (original model),mean,20.657024649961386,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Checkpoint I/O,mean,0.049217950028833,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Transfer/correction + selection,mean,0.012865149998106062,Top-3 LoRA+,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,total,92711,88.68541909992928,Top-3 LoRA+,s,RESOURCES.csv
fig3_cost_breakdown,a,total,92712,86.09088109899312,Top-3 LoRA+,s,RESOURCES.csv
fig3_cost_breakdown,a,total,mean,87.3881500994612,Top-3 LoRA+,s,RESOURCES.csv
fig3_cost_breakdown,a,Data preparation,mean,0.17081029998371378,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Model loads,mean,10.595350599935045,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Activation stats + SVD + emulator build,mean,10.992520300089382,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Teacher probes + gamma calibration,mean,0.0,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,F0/E0 forecast caches,mean,0.0,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Main updates,mean,183.0868211001798,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,VAL evaluation (original model),mean,27.35391800000798,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Checkpoint I/O,mean,0.12244690000079572,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Transfer/correction + selection,mean,1.2197901999752503,EMLoC-style,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,total,92711,232.2488605004619,EMLoC-style,s,RESOURCES.csv
fig3_cost_breakdown,a,total,92712,234.83445429988205,EMLoC-style,s,RESOURCES.csv
fig3_cost_breakdown,a,total,mean,233.54165740017197,EMLoC-style,s,RESOURCES.csv
fig3_cost_breakdown,a,Data preparation,mean,0.17081029998371378,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Model loads,mean,10.268269749940373,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Activation stats + SVD + emulator build,mean,10.992520300089382,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Teacher probes + gamma calibration,mean,0.0,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,F0/E0 forecast caches,mean,70.08905150002101,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Main updates,mean,183.9775336496532,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,VAL evaluation (original model),mean,27.883754599984968,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Checkpoint I/O,mean,0.12312219996238127,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Transfer/correction + selection,mean,0.11511909993714653,Delta,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,total,92711,300.46366059948923,Delta,s,RESOURCES.csv
fig3_cost_breakdown,a,total,92712,306.7767021996551,Delta,s,RESOURCES.csv
fig3_cost_breakdown,a,total,mean,303.6201813995722,Delta,s,RESOURCES.csv
fig3_cost_breakdown,a,Data preparation,mean,0.17081029998371378,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Model loads,mean,10.323971099947812,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Activation stats + SVD + emulator build,mean,10.992520300089382,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Teacher probes + gamma calibration,mean,4.988151799945626,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,F0/E0 forecast caches,mean,72.17226120003033,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Main updates,mean,186.88799580032355,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,VAL evaluation (original model),mean,28.251293849985814,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Checkpoint I/O,mean,0.13633209996623918,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Transfer/correction + selection,mean,0.1206990001082886,Delta+value,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,total,92711,312.936262400588,Delta+value,s,RESOURCES.csv
fig3_cost_breakdown,a,total,92712,315.1518085001735,Delta+value,s,RESOURCES.csv
fig3_cost_breakdown,a,total,mean,314.04403545038076,Delta+value,s,RESOURCES.csv
fig3_cost_breakdown,a,Data preparation,mean,0.17081029998371378,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Model loads,mean,10.140853299963055,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Activation stats + SVD + emulator build,mean,10.992520300089382,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Teacher probes + gamma calibration,mean,13.301494099840056,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,F0/E0 forecast caches,mean,70.38836140005151,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Main updates,mean,182.9382206002192,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,VAL evaluation (original model),mean,27.47218564999639,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Checkpoint I/O,mean,0.12406039994675666,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,Transfer/correction + selection,mean,0.11314459991990589,Delta+response,s,COST_COMPONENTS.csv
fig3_cost_breakdown,a,total,92711,313.9845670006471,Delta+response,s,RESOURCES.csv
fig3_cost_breakdown,a,total,92712,317.2987342993729,Delta+response,s,RESOURCES.csv
fig3_cost_breakdown,a,total,mean,315.64165065001,Delta+response,s,RESOURCES.csv
fig3_cost_breakdown,caption,F_FULL|main-update share of mean total,mean,,83.12974986214529,%,COST_COMPONENTS.csv
fig3_cost_breakdown,caption,F_TOP3|main-update share of mean total,mean,,70.46689646071579,%,COST_COMPONENTS.csv
fig3_cost_breakdown,caption,E_EMLOC|main-update share of mean total,mean,,78.39578734617861,%,COST_COMPONENTS.csv
fig3_cost_breakdown,caption,E_DELTA|main-update share of mean total,mean,,60.594632676124355,%,COST_COMPONENTS.csv
fig3_cost_breakdown,caption,E_VALUE_DELTA|main-update share of mean total,mean,,59.51012428314437,%,COST_COMPONENTS.csv
fig3_cost_breakdown,caption,E_RESPONSE_DELTA|main-update share of mean total,mean,,57.95756682411502,%,COST_COMPONENTS.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92711,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92711,0.0,0.24675469865725183,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92711,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92711,0.0,0.9856443337544096,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92711,16.0,0.24568363495499068,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92711,16.0,0.24450509551136293,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92711,16.0,0.24584634864750898,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92711,16.0,0.978447404463242,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92711,32.0,0.24441474250563483,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92711,32.0,0.24343444274951404,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92711,32.0,0.24457869645469274,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92711,32.0,0.9511749296160653,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92711,64.0,0.24165236708328722,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92711,64.0,0.24064804874719334,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92711,64.0,0.24186034021767952,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92711,64.0,0.85602162003836,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92711,128.0,0.24158452707853695,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92711,128.0,0.24042215275933487,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92711,128.0,0.2418041475407659,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92711,128.0,0.9149419093147966,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92712,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92712,0.0,0.24675469865725183,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92712,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92712,0.0,0.9856443337544096,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92712,16.0,0.24479208770305486,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92712,16.0,0.24344767255082292,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92712,16.0,0.24484421893821556,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92712,16.0,0.9676693889764574,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92712,32.0,0.2435506849950593,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92712,32.0,0.24201148643241108,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92712,32.0,0.24361402589477177,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92712,32.0,0.9699132524783762,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92712,64.0,0.24314409425155278,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92712,64.0,0.24143122058645394,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92712,64.0,0.2431829468261596,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92712,64.0,0.9901355815795548,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|transferred,92712,128.0,0.24127616353801556,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|training-time,92712,128.0,0.23985830779069045,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_EMLOC|uncorrected transfer,92712,128.0,0.24130325415847403,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_EMLOC|rms difference,92712,128.0,0.9849857154487458,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92711,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92711,0.0,0.247805622831108,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92711,0.0,1.2857369476367463e-06,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92711,16.0,0.24583125015588358,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92711,16.0,0.245787039194468,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92711,16.0,0.076560663783277,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92711,32.0,0.24475357918680185,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92711,32.0,0.2447366484242444,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92711,32.0,0.11884512322534199,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92711,64.0,0.2422574621534738,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92711,64.0,0.2423111473827371,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92711,64.0,0.20018492672171817,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92711,128.0,0.24256914027727772,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92711,128.0,0.2424583899696609,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92711,128.0,0.16393788919933813,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92712,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92712,0.0,0.247805622831108,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92712,0.0,1.2857369476367463e-06,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92712,16.0,0.2446866826632431,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92712,16.0,0.24462335168626523,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92712,16.0,0.12566912922076448,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92712,32.0,0.24342008724083675,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92712,32.0,0.2431818504447414,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92712,32.0,0.15226545097049818,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92712,64.0,0.2430789343284043,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92712,64.0,0.2429674996934789,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92712,64.0,0.19053542839018198,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|transferred,92712,128.0,0.24172758457437757,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_DELTA|training-time,92712,128.0,0.24151289099923018,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_DELTA|rms difference,92712,128.0,0.1826502586024438,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92711,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92711,0.0,0.24780562155187802,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92711,0.0,1.2862160292616712e-06,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92711,16.0,0.245744062996462,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92711,16.0,0.24564628283428386,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92711,16.0,0.08752014615343356,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92711,32.0,0.24454739962997638,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92711,32.0,0.24454496948931012,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92711,32.0,0.12215304495660487,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92711,64.0,0.24206808503303998,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92711,64.0,0.24205781787102298,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92711,64.0,0.18491262244798812,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92711,128.0,0.24262116834779546,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92711,128.0,0.24244510456450585,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92711,128.0,0.1989205242364127,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92712,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92712,0.0,0.24780562155187802,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92712,0.0,1.2862160292616712e-06,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92712,16.0,0.24507195074040894,VAL scaled twice-pinball,TRANSFER_GAP.csv
