figure,panel,series,seed,x,y,unit,source_file
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92712,16.0,0.24501454604436207,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92712,16.0,0.1754493828596685,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92712,32.0,0.24369314362757263,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92712,32.0,0.24345823162516825,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92712,32.0,0.1755033743196193,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92712,64.0,0.24320365030383218,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92712,64.0,0.24324556942208866,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92712,64.0,0.22887253586448483,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|transferred,92712,128.0,0.24222132032363838,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_VALUE_DELTA|training-time,92712,128.0,0.24211728099195098,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_VALUE_DELTA|rms difference,92712,128.0,0.18137592937226268,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92711,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92711,0.0,0.2478056212669118,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92711,0.0,1.2815242423078154e-06,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92711,16.0,0.24544182301670248,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92711,16.0,0.24555016855075476,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92711,16.0,0.12646229824987187,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92711,32.0,0.24433666944471472,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92711,32.0,0.2446516340979585,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92711,32.0,0.1923701886389663,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92711,64.0,0.24227006450014943,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92711,64.0,0.24283560115877942,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92711,64.0,0.30950929034983826,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92711,128.0,0.2423816505826536,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92711,128.0,0.24273010928633607,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92711,128.0,0.3101932213668409,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92712,0.0,0.24780562359727362,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92712,0.0,0.2478056212669118,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92712,0.0,1.2815242423078154e-06,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92712,16.0,0.24511761528327602,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92712,16.0,0.24534272224203998,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92712,16.0,0.1201862183156313,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92712,32.0,0.24368217598929315,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92712,32.0,0.24417507395617477,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92712,32.0,0.13880088248138134,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92712,64.0,0.2430473396832651,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92712,64.0,0.24364850814363867,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92712,64.0,0.25340169767079646,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|transferred,92712,128.0,0.24188365223958674,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,a,E_RESPONSE_DELTA|training-time,92712,128.0,0.2423820095369024,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,b,E_RESPONSE_DELTA|rms difference,92712,128.0,0.2781741545833831,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_EMLOC|mean transfer gap at step 128,mean,128.0,0.0012901150332635947,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_EMLOC|mean rms difference at step 128,mean,128.0,0.9499638123817712,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_DELTA|mean transfer gap at step 128,mean,128.0,0.00016272194138210183,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_DELTA|mean rms difference at step 128,mean,128.0,0.17329407390089097,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_VALUE_DELTA|mean transfer gap at step 128,mean,128.0,0.00014005155748850195,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_VALUE_DELTA|mean rms difference at step 128,mean,128.0,0.19014822680433768,TRAIN sigma,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_RESPONSE_DELTA|mean transfer gap at step 128,mean,128.0,-0.00042340800049905924,VAL scaled twice-pinball,TRANSFER_GAP.csv
fig4_transfer_mismatch,caption,E_RESPONSE_DELTA|mean rms difference at step 128,mean,128.0,0.294183687975112,TRAIN sigma,TRANSFER_GAP.csv
fig5_response_ablation,a,svd|origin 1188,,svd,0.9999987166028298,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 1188,,value,3.5101941857947643,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 1188,,response,7.194342693261587,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 4068,,svd,0.9999978722593331,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 4068,,value,1.76429675945314,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 4068,,response,1.6545664304403798,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 6984,,svd,0.9999987062013664,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 6984,,value,2.788026368519164,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 6984,,response,2.4790295973906646,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 9864,,svd,0.9999970315618147,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 9864,,value,2.117152126223099,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 9864,,response,2.019155874920338,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 12744,,svd,0.9999980077403675,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 12744,,value,4.448080656554449,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 12744,,response,5.1807464643491885,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 15624,,svd,0.9999987473129214,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 15624,,value,1.7757653251351173,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 15624,,response,3.297266661658068,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 21132,,svd,0.999999659319698,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 21132,,value,0.8467399168679313,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 21132,,response,0.6697532248864984,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd|origin 31356,,svd,0.9999995939894344,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value|origin 31356,,value,2.166565104413117,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response|origin 31356,,response,2.974125228448182,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,svd,mean_over_heldout_origins,svd,0.9999985418734707,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,value,mean_over_heldout_origins,value,2.427102555370098,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,a,response,mean_over_heldout_origins,response,3.1836232719193633,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 1188,,svd,0.05190553140251172,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 1188,,value,0.06924028732982125,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 1188,,response,0.11224766738890737,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 4068,,svd,0.15005209625036375,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 4068,,value,0.22716887107519584,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 4068,,response,0.1750301602255183,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 6984,,svd,0.05501675998140308,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 6984,,value,0.05829800229791395,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 6984,,response,0.06358607438314534,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 9864,,svd,0.07515310407682595,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 9864,,value,0.11204756654590754,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 9864,,response,0.1311607549832787,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 12744,,svd,0.06628284294602091,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 12744,,value,0.08171125109291939,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 12744,,response,0.07143372657963766,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 15624,,svd,0.19650748670312795,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 15624,,value,0.214017473488622,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 15624,,response,0.24883181976393912,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 21132,,svd,0.04676569282209559,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 21132,,value,0.043463886378909036,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 21132,,response,0.06580238020054971,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd|origin 31356,,svd,0.10745956089798055,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value|origin 31356,,value,0.31641220860753483,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response|origin 31356,,response,0.1460596587629467,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,svd,mean_over_heldout_origins,svd,0.09364288438504118,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,value,mean_over_heldout_origins,value,0.14029494335210296,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,b,response,mean_over_heldout_origins,response,0.12676903028599035,ratio,CALIBRATION_RESPONSE.csv
fig5_response_ablation,c,E_DELTA,92711,Delta,0.17578175298139995,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_DELTA,92712,Delta,0.17733602401049864,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_DELTA,mean,Delta,0.1765588884959493,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_VALUE_DELTA,92711,Delta+value,0.17568137312409707,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_VALUE_DELTA,92712,Delta+value,0.17732985951584904,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_VALUE_DELTA,mean,Delta+value,0.17650561631997305,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_RESPONSE_DELTA,92711,Delta+response,0.1759661138997106,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_RESPONSE_DELTA,92712,Delta+response,0.17710107874125894,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,c,E_RESPONSE_DELTA,mean,Delta+response,0.17653359632048476,TEST scaled twice-pinball,SCORES.csv
fig5_response_ablation,caption,E_RESPONSE_DELTA|mean error reduction vs E_VALUE_DELTA,mean,,-0.015852187083378603,%,SCORES.csv
fig5_response_ablation,caption,E_RESPONSE_DELTA|mean error reduction vs E_DELTA,mean,,0.01432506495707926,%,SCORES.csv
fig5_response_ablation,caption,E_RESPONSE_DELTA|error reduction vs E_VALUE_DELTA,92711,,-0.16207795428169236,%,SCORES.csv
fig5_response_ablation,caption,E_RESPONSE_DELTA|error reduction vs E_VALUE_DELTA,92712,,0.12901424227973898,%,SCORES.csv
