dataset,seed,comparator,reconciliation,level,rmsse_hier,rmsse_control,difference,relative_difference
Labour,92110,LORA,unreconciled,Country,0.7489336729413312,0.7517711664204715,-0.0028374934791403073,-0.003774411158452562
Labour,92110,LORA_SELF,unreconciled,Country,0.7489336729413312,0.7515559445538362,-0.002622271612505056,-0.003489123639440761
Labour,92110,LORA_POOL,unreconciled,Country,0.7489336729413312,0.7506086509187038,-0.0016749779773725937,-0.0022314930361148066
Labour,92110,LORA,unreconciled,Country/Region,0.8016788933116826,0.8025460171438497,-0.0008671238321670272,-0.0010804661834258322
Labour,92110,LORA_SELF,unreconciled,Country/Region,0.8016788933116826,0.8026724064993697,-0.000993513187687034,-0.0012377567481358653
Labour,92110,LORA_POOL,unreconciled,Country/Region,0.8016788933116826,0.8021106036987489,-0.000431710387066242,-0.0005382180276329862
Labour,92110,LORA,unreconciled,Country/Gender/Region,0.8591281733603746,0.8601219365048718,-0.0009937631444971728,-0.0011553747234204215
Labour,92110,LORA_SELF,unreconciled,Country/Gender/Region,0.8591281733603746,0.8602337762747095,-0.0011056029143349244,-0.0012852354148692458
Labour,92110,LORA_POOL,unreconciled,Country/Gender/Region,0.8591281733603746,0.8595776705877887,-0.00044949722741405296,-0.0005229279945193621
Labour,92110,LORA,unreconciled,Country/Employment/Gender/Region,1.0577557659704282,1.0577953751660627,-3.96091956345046e-05,-3.744504519909153e-05
Labour,92110,LORA_SELF,unreconciled,Country/Employment/Gender/Region,1.0577557659704282,1.0578522269964243,-9.646102599614181e-05,-9.11857285303963e-05
Labour,92110,LORA_POOL,unreconciled,Country/Employment/Gender/Region,1.0577557659704282,1.05736962124577,0.000386144724658255,0.0003651937003856798
Labour,92110,LORA,bottom_up,Country,0.6797312803129272,0.682479837035131,-0.0027485567222038654,-0.004027308314549338
Labour,92110,LORA_SELF,bottom_up,Country,0.6797312803129272,0.6841746710373617,-0.004443390724434559,-0.006494526781731569
Labour,92110,LORA_POOL,bottom_up,Country,0.6797312803129272,0.6813304503635883,-0.001599170050661125,-0.002347128401215204
Labour,92110,LORA,bottom_up,Country/Region,0.8259692542109853,0.8260432196151978,-7.396540421245046e-05,-8.95418090193223e-05
Labour,92110,LORA_SELF,bottom_up,Country/Region,0.8259692542109853,0.8264175241001024,-0.0004482698891170589,-0.0005424254399798434
Labour,92110,LORA_POOL,bottom_up,Country/Region,0.8259692542109853,0.8257609890621104,0.00020826514887495318,0.00025220996345631796
Labour,92110,LORA,bottom_up,Country/Gender/Region,0.8767148767978041,0.8766691483616015,4.572843620265221e-05,5.216156663911953e-05
Labour,92110,LORA_SELF,bottom_up,Country/Gender/Region,0.8767148767978041,0.8770371408892785,-0.00032226409147440016,-0.00036744634457286374
Labour,92110,LORA_POOL,bottom_up,Country/Gender/Region,0.8767148767978041,0.876419155236591,0.00029572156121315807,0.00033742023944394184
Labour,92110,LORA,bottom_up,Country/Employment/Gender/Region,1.0577557659704282,1.0577953751660627,-3.96091956345046e-05,-3.744504519909153e-05
Labour,92110,LORA_SELF,bottom_up,Country/Employment/Gender/Region,1.0577557659704282,1.0578522269964243,-9.646102599614181e-05,-9.11857285303963e-05
Labour,92110,LORA_POOL,bottom_up,Country/Employment/Gender/Region,1.0577557659704282,1.05736962124577,0.000386144724658255,0.0003651937003856798
Labour,92110,LORA,mint_shrink,Country,0.77237980925818,0.7763113238050852,-0.003931514546905213,-0.005064352955248541
Labour,92110,LORA_SELF,mint_shrink,Country,0.77237980925818,0.7761026447560971,-0.0037228354979171874,-0.004796833927923516
Labour,92110,LORA_POOL,mint_shrink,Country,0.77237980925818,0.7742226797436773,-0.001842870485497361,-0.0023802848117384645
Labour,92110,LORA,mint_shrink,Country/Region,0.8776011443852942,0.8800272090076071,-0.0024260646223128735,-0.002756806377667287
Labour,92110,LORA_SELF,mint_shrink,Country/Region,0.8776011443852942,0.8800501101069279,-0.002448965721633667,-0.0027827571333820522
Labour,92110,LORA_POOL,mint_shrink,Country/Region,0.8776011443852942,0.8795277260572455,-0.0019265816719512552,-0.0021904729264053957
Labour,92110,LORA,mint_shrink,Country/Gender/Region,0.9216414790434228,0.9242095715276476,-0.0025680924842248487,-0.0027786906382931686
Labour,92110,LORA_SELF,mint_shrink,Country/Gender/Region,0.9216414790434228,0.9238268597146532,-0.002185380671230419,-0.0023655738607831767
Labour,92110,LORA_POOL,mint_shrink,Country/Gender/Region,0.9216414790434228,0.9235057778525044,-0.001864298809081677,-0.0020187191610396837
Labour,92110,LORA,mint_shrink,Country/Employment/Gender/Region,1.138211649359544,1.1388683602864664,-0.0006567109269224325,-0.0005766346224223007
Labour,92110,LORA_SELF,mint_shrink,Country/Employment/Gender/Region,1.138211649359544,1.1376084528582102,0.0006031965013337803,0.0005302320845264052
Labour,92110,LORA_POOL,mint_shrink,Country/Employment/Gender/Region,1.138211649359544,1.1385254063786223,-0.0003137570190783201,-0.0002755819214226296
Labour,92110,LORA,ols,Country,0.7442336716083697,0.7469560421986531,-0.0027223705902833517,-0.0036446195445050122
Labour,92110,LORA_SELF,ols,Country,0.7442336716083697,0.7469492940325532,-0.0027156224241834392,-0.0036356181682998256
Labour,92110,LORA_POOL,ols,Country,0.7442336716083697,0.7458347294722896,-0.0016010578639198414,-0.0021466657432976932
Labour,92110,LORA,ols,Country/Region,0.831215697121112,0.8328868392384732,-0.0016711421173611907,-0.002006445580157279
Labour,92110,LORA_SELF,ols,Country/Region,0.831215697121112,0.832413051108548,-0.001197353987436034,-0.001438413280331785
Labour,92110,LORA_POOL,ols,Country/Region,0.831215697121112,0.8323523168316591,-0.0011366197105471265,-0.0013655512065775532
Labour,92110,LORA,ols,Country/Gender/Region,0.8692696717493261,0.8705818421751474,-0.001312170425821324,-0.001507233854708967
Labour,92110,LORA_SELF,ols,Country/Gender/Region,0.8692696717493261,0.870212002319402,-0.0009423305700758666,-0.001082874710489179
Labour,92110,LORA_POOL,ols,Country/Gender/Region,0.8692696717493261,0.8700172937755082,-0.0007476220261820599,-0.0008593185808268844
Labour,92110,LORA,ols,Country/Employment/Gender/Region,1.0672667045486257,1.0679056328146777,-0.0006389282660519413,-0.0005983003052132396
Labour,92110,LORA_SELF,ols,Country/Employment/Gender/Region,1.0672667045486257,1.0675286587121666,-0.0002619541635409117,-0.00024538372942317643
Labour,92110,LORA_POOL,ols,Country/Employment/Gender/Region,1.0672667045486257,1.0672831549997015,-1.645045107578902e-05,-1.5413389594653992e-05
Labour,92111,LORA,unreconciled,Country,0.6996346598271878,0.7003722957732786,-0.0007376359460908866,-0.0010532054887700815
Labour,92111,LORA_SELF,unreconciled,Country,0.6996346598271878,0.7000339581188779,-0.0003992982916901644,-0.0005703984600449186
Labour,92111,LORA_POOL,unreconciled,Country,0.6996346598271878,0.5450091028704781,0.15462555695670965,0.2837118795673703
Labour,92111,LORA,unreconciled,Country/Region,0.7705553027261604,0.7708293665210091,-0.00027406379484873344,-0.00035554405002191647
Labour,92111,LORA_SELF,unreconciled,Country/Region,0.7705553027261604,0.7704623154972932,9.29872288671918e-05,0.0001206901713384223
Labour,92111,LORA_POOL,unreconciled,Country/Region,0.7705553027261604,0.7210348921006307,0.0495204106255297,0.06867963141320277
Labour,92111,LORA,unreconciled,Country/Gender/Region,0.8273136655621163,0.8274677964845187,-0.0001541309224024623,-0.00018626818234779297
Labour,92111,LORA_SELF,unreconciled,Country/Gender/Region,0.8273136655621163,0.8272645017742006,4.9163787915640356e-05,5.9429345524053545e-05
Labour,92111,LORA_POOL,unreconciled,Country/Gender/Region,0.8273136655621163,0.7882489634184195,0.03906470214369673,0.04955883731744315
Labour,92111,LORA,unreconciled,Country/Employment/Gender/Region,1.0507223239643686,1.0505914896326496,0.0001308343317190097,0.0001245339725384209
Labour,92111,LORA_SELF,unreconciled,Country/Employment/Gender/Region,1.0507223239643686,1.050581075395527,0.0001412485688416787,0.00013444804227846774
Labour,92111,LORA_POOL,unreconciled,Country/Employment/Gender/Region,1.0507223239643686,1.0702935466366894,-0.01957122267232081,-0.0182858457231867
Labour,92111,LORA,bottom_up,Country,0.5107579984552258,0.5141505978964503,-0.0033925994412244975,-0.006598454723391711
Labour,92111,LORA_SELF,bottom_up,Country,0.5107579984552258,0.5105692873253594,0.00018871112986640348,0.00036960924707196696
Labour,92111,LORA_POOL,bottom_up,Country,0.5107579984552258,0.4298005120219975,0.08095748643322837,0.18836060955898737
Labour,92111,LORA,bottom_up,Country/Region,0.8294937169563579,0.8300621503896175,-0.0005684334332596297,-0.0006848082797087374
Labour,92111,LORA_SELF,bottom_up,Country/Region,0.8294937169563579,0.8289115494271591,0.0005821675291988182,0.0007023276845414816
Labour,92111,LORA_POOL,bottom_up,Country/Region,0.8294937169563579,0.8085042459519813,0.020989471004376536,0.025960866760399437
Labour,92111,LORA,bottom_up,Country/Gender/Region,0.8762821795079783,0.8767385186085322,-0.00045633910055398186,-0.0005204962378957401
Labour,92111,LORA_SELF,bottom_up,Country/Gender/Region,0.8762821795079783,0.8758519782985115,0.0004302012094667962,0.0004911802680431787
Labour,92111,LORA_POOL,bottom_up,Country/Gender/Region,0.8762821795079783,0.8649758462959808,0.011306333211997477,0.013071270441150196
Labour,92111,LORA,bottom_up,Country/Employment/Gender/Region,1.0507223239643686,1.0505914896326496,0.0001308343317190097,0.0001245339725384209
Labour,92111,LORA_SELF,bottom_up,Country/Employment/Gender/Region,1.0507223239643686,1.050581075395527,0.0001412485688416787,0.00013444804227846774
Labour,92111,LORA_POOL,bottom_up,Country/Employment/Gender/Region,1.0507223239643686,1.0702935466366894,-0.01957122267232081,-0.0182858457231867
Labour,92111,LORA,mint_shrink,Country,0.7035802140937918,0.7097352817383864,-0.006155067644594614,-0.00867234277760398
Labour,92111,LORA_SELF,mint_shrink,Country,0.7035802140937918,0.704921821315808,-0.0013416072220162611,-0.0019032000165806195
Labour,92111,LORA_POOL,mint_shrink,Country,0.7035802140937918,0.5869389119406584,0.1166413021531334,0.19872818070192322
Labour,92111,LORA,mint_shrink,Country/Region,0.8592334860683588,0.8627210000148071,-0.0034875139464483063,-0.004042458623805922
Labour,92111,LORA_SELF,mint_shrink,Country/Region,0.8592334860683588,0.8591741027535001,5.9383314858663105e-05,6.911674207632501e-05
Labour,92111,LORA_POOL,mint_shrink,Country/Region,0.8592334860683588,0.8258620395133576,0.03337144655500124,0.04040801605879052
Labour,92111,LORA,mint_shrink,Country/Gender/Region,0.9102700823907146,0.913365586130035,-0.0030955037393204377,-0.0033891179899127044
Labour,92111,LORA_SELF,mint_shrink,Country/Gender/Region,0.9102700823907146,0.9103304767961224,-6.039440540783758e-05,-6.634338511923854e-05
Labour,92111,LORA_POOL,mint_shrink,Country/Gender/Region,0.9102700823907146,0.8767250828648604,0.03354499952585421,0.038261708466512445
Labour,92111,LORA,mint_shrink,Country/Employment/Gender/Region,1.1553705179617926,1.1570391544801395,-0.001668636518346922,-0.0014421608049182133
Labour,92111,LORA_SELF,mint_shrink,Country/Employment/Gender/Region,1.1553705179617926,1.156599815519589,-0.0012292975577963272,-0.0010628547067890182
Labour,92111,LORA_POOL,mint_shrink,Country/Employment/Gender/Region,1.1553705179617926,1.142643429272598,0.012727088689194588,0.011138285455591923
Labour,92111,LORA,ols,Country,0.6856782085476522,0.6865859698895046,-0.0009077613418524422,-0.0013221379137685618
Labour,92111,LORA_SELF,ols,Country,0.6856782085476522,0.6859908096633366,-0.00031260111568442994,-0.0004556928624711576
Labour,92111,LORA_POOL,ols,Country,0.6856782085476522,0.5325851903909247,0.1530930181567275,0.28745263841143465
Labour,92111,LORA,ols,Country/Region,0.8057359985672988,0.8058003814359594,-6.438286866061738e-05,-7.989927796492324e-05
Labour,92111,LORA_SELF,ols,Country/Region,0.8057359985672988,0.80584614178545,-0.00011014321815117079,-0.00013668020784607382
Labour,92111,LORA_POOL,ols,Country/Region,0.8057359985672988,0.732990100485314,0.07274589808198484,0.0992454032241632
Labour,92111,LORA,ols,Country/Gender/Region,0.8484336928700434,0.8482757857934302,0.00015790707661322845,0.00018615063551008504
Labour,92111,LORA_SELF,ols,Country/Gender/Region,0.8484336928700434,0.8485328223140955,-9.9129444052104e-05,-0.00011682452516303954
Labour,92111,LORA_POOL,ols,Country/Gender/Region,0.8484336928700434,0.7967304235652879,0.05170326930475555,0.06489430775517357
Labour,92111,LORA,ols,Country/Employment/Gender/Region,1.057346068633512,1.0568350744661985,0.0005109941673135943,0.0004835136339240709
Labour,92111,LORA_SELF,ols,Country/Employment/Gender/Region,1.057346068633512,1.0573978084295117,-5.173979599959466e-05,-4.893124951377281e-05
Labour,92111,LORA_POOL,ols,Country/Employment/Gender/Region,1.057346068633512,1.050399035966193,0.0069470326673191085,0.006613708152282349
Labour,92112,LORA,unreconciled,Country,0.6217693452673949,0.6213555818592724,0.0004137634081224917,0.0006659043874432946
Labour,92112,LORA_SELF,unreconciled,Country,0.6217693452673949,0.6211509319063439,0.0006184133610510623,0.0009955927445091106
Labour,92112,LORA_POOL,unreconciled,Country,0.6217693452673949,0.6217139903147112,5.535495268371715e-05,8.903604156573763e-05
Labour,92112,LORA,unreconciled,Country/Region,0.7389702098848447,0.7386468214771782,0.0003233884076665472,0.0004378119532415514
Labour,92112,LORA_SELF,unreconciled,Country/Region,0.7389702098848447,0.7387015657847896,0.0002686441000551154,0.00036367067906462047
Labour,92112,LORA_POOL,unreconciled,Country/Region,0.7389702098848447,0.7388817719146676,8.843797017710209e-05,0.00011969163882330491
Labour,92112,LORA,unreconciled,Country/Gender/Region,0.7969912888449613,0.797013510821072,-2.222197611068122e-05,-2.788155509159118e-05
Labour,92112,LORA_SELF,unreconciled,Country/Gender/Region,0.7969912888449613,0.7970625869254766,-7.129808051531406e-05,-8.945104397672932e-05
Labour,92112,LORA_POOL,unreconciled,Country/Gender/Region,0.7969912888449613,0.7971236116910062,-0.00013232284604491884,-0.00016600040960301765
Labour,92112,LORA,unreconciled,Country/Employment/Gender/Region,1.0367298274974002,1.0372621293100617,-0.0005323018126615064,-0.000513179646321027
Labour,92112,LORA_SELF,unreconciled,Country/Employment/Gender/Region,1.0367298274974002,1.0370640132868656,-0.0003341857894654243,-0.000322242200272882
Labour,92112,LORA_POOL,unreconciled,Country/Employment/Gender/Region,1.0367298274974002,1.036816267681923,-8.64401845228624e-05,-8.337078344278215e-05
