dataset,seed,comparator,reconciliation,level,rmsse_hier,rmsse_control,difference,relative_difference
Labour,92112,LORA,bottom_up,Country,0.4624401285304658,0.4605176421409446,0.001922486389521194,0.004174620500060566
Labour,92112,LORA_SELF,bottom_up,Country,0.4624401285304658,0.4605514102053508,0.001888718325115002,0.004100993468400871
Labour,92112,LORA_POOL,bottom_up,Country,0.4624401285304658,0.4619807459212037,0.0004593826092620934,0.0009943760931985235
Labour,92112,LORA,bottom_up,Country/Region,0.8066585939946187,0.8076338989405089,-0.0009753049458901542,-0.0012076077380723804
Labour,92112,LORA_SELF,bottom_up,Country/Region,0.8066585939946187,0.8071649159760428,-0.0005063219814240849,-0.000627284426518715
Labour,92112,LORA_POOL,bottom_up,Country/Region,0.8066585939946187,0.8069023212332742,-0.00024372723865551116,-0.00030205296507634927
Labour,92112,LORA,bottom_up,Country/Gender/Region,0.8544408641378928,0.8554456805647578,-0.0010048164268650073,-0.0011746116085379343
Labour,92112,LORA_SELF,bottom_up,Country/Gender/Region,0.8544408641378928,0.8548901385543984,-0.0004492744165056628,-0.0005255346812929051
Labour,92112,LORA_POOL,bottom_up,Country/Gender/Region,0.8544408641378928,0.8546739616241366,-0.0002330974862437829,-0.00027273264041038914
Labour,92112,LORA,bottom_up,Country/Employment/Gender/Region,1.0367298274974002,1.0372621293100617,-0.0005323018126615064,-0.000513179646321027
Labour,92112,LORA_SELF,bottom_up,Country/Employment/Gender/Region,1.0367298274974002,1.0370640132868656,-0.0003341857894654243,-0.000322242200272882
Labour,92112,LORA_POOL,bottom_up,Country/Employment/Gender/Region,1.0367298274974002,1.036816267681923,-8.64401845228624e-05,-8.337078344278215e-05
Labour,92112,LORA,mint_shrink,Country,0.6601163743688901,0.6550283605798902,0.005088013788999923,0.007767623656013134
Labour,92112,LORA_SELF,mint_shrink,Country,0.6601163743688901,0.6579048794171929,0.002211494951697257,0.003361420504520929
Labour,92112,LORA_POOL,mint_shrink,Country,0.6601163743688901,0.6583567076417957,0.0017596667270944888,0.002672816585096438
Labour,92112,LORA,mint_shrink,Country/Region,0.8408882651318662,0.8390330995823538,0.001855165549512372,0.0022110755230464463
Labour,92112,LORA_SELF,mint_shrink,Country/Region,0.8408882651318662,0.839796416821246,0.0010918483106202581,0.0013001345192125147
Labour,92112,LORA_POOL,mint_shrink,Country/Region,0.8408882651318662,0.8402630017047078,0.0006252634271584068,0.0007441282382896208
Labour,92112,LORA,mint_shrink,Country/Gender/Region,0.8923967277861209,0.8917820287323626,0.0006146990537583275,0.0006892929370108103
Labour,92112,LORA_SELF,mint_shrink,Country/Gender/Region,0.8923967277861209,0.8923615805706194,3.514721550146316e-05,3.93867421757399e-05
Labour,92112,LORA_POOL,mint_shrink,Country/Gender/Region,0.8923967277861209,0.8926000120354161,-0.00020328424929516586,-0.00022774394639724083
Labour,92112,LORA,mint_shrink,Country/Employment/Gender/Region,1.1339201899128244,1.1350708106236784,-0.0011506207108540334,-0.0010136994979386138
Labour,92112,LORA_SELF,mint_shrink,Country/Employment/Gender/Region,1.1339201899128244,1.1353542662577387,-0.0014340763449143257,-0.0012631091347735657
Labour,92112,LORA_POOL,mint_shrink,Country/Employment/Gender/Region,1.1339201899128244,1.1353177436810045,-0.001397553768180071,-0.0012309802924851398
Labour,92112,LORA,ols,Country,0.6090100768031514,0.6084358823259817,0.000574194477169776,0.0009437222455959127
Labour,92112,LORA_SELF,ols,Country,0.6090100768031514,0.6083260578344957,0.0006840189686557752,0.0011244281908466824
Labour,92112,LORA_POOL,ols,Country,0.6090100768031514,0.6089689949508519,4.108185229956263e-05,6.746132010038153e-05
Labour,92112,LORA,ols,Country/Region,0.7869536658336405,0.7872774831569902,-0.0003238173233497399,-0.00041131282207029773
Labour,92112,LORA_SELF,ols,Country/Region,0.7869536658336405,0.7870506127130189,-9.69468793784456e-05,-0.00012317743968748296
Labour,92112,LORA_POOL,ols,Country/Region,0.7869536658336405,0.7869457052724298,7.960561210662576e-06,1.0115769305762967e-05
Labour,92112,LORA,ols,Country/Gender/Region,0.8297369875454534,0.8301450495525902,-0.00040806200713672247,-0.0004915550690287596
Labour,92112,LORA_SELF,ols,Country/Gender/Region,0.8297369875454534,0.8299458557289983,-0.00020886818354481917,-0.00025166483102845305
Labour,92112,LORA_POOL,ols,Country/Gender/Region,0.8297369875454534,0.8298331196184119,-9.613207295844362e-05,-0.00011584506653894433
Labour,92112,LORA,ols,Country/Employment/Gender/Region,1.0410123591097835,1.0414675130391458,-0.00045515392936223975,-0.00043703132710692927
Labour,92112,LORA_SELF,ols,Country/Employment/Gender/Region,1.0410123591097835,1.0413016882150037,-0.00028932910522017075,-0.00027785329505813916
Labour,92112,LORA_POOL,ols,Country/Employment/Gender/Region,1.0410123591097835,1.0410489237920728,-3.656468228929732e-05,-3.512292405638551e-05
