panel,arm,seed,variant,channel,primary
jena,LORA,92602,selected,VPact (mbar),0.1277542223560445
jena,LORA,92602,selected,VPdef (mbar),0.08800217489264309
jena,LORA,92602,selected,sh (g/kg),0.12735893858456365
jena,LORA,92602,selected,H2OC (mmol/mol),0.12774670521013806
jena,LORA,92602,selected,rho (g/m**3),0.1742506258599622
jena,LORA,92602,selected,wv (m/s),0.39637903657443
jena,LORA,92602,selected,max. wv (m/s),0.40002948142196193
jena,LORA,92602,selected,wd (deg),0.517970085778995
jena,LORA,92602,selected,rain (mm),0.032656186890980675
jena,LORA,92602,selected,raining (s),0.18460522181330927
jena,LORA,92602,selected,SWDR (W/m²),0.05464647783806733
jena,LORA,92602,selected,PAR (µmol/m²/s),0.04877761467237818
jena,LORA,92602,selected,max. PAR (µmol/m²/s),0.04547926420514534
jena,LORA,92602,selected,Tlog (degC),0.13596442875890577
jena,LORA,92602,selected,CO2 (ppm),0.22803367923188514
jena,LORA,92602,fixed_final,p (mbar),0.2221370537952924
jena,LORA,92602,fixed_final,T (degC),0.17920235252092043
jena,LORA,92602,fixed_final,Tpot (K),0.18225713816670122
jena,LORA,92602,fixed_final,Tdew (degC),0.17317689949498924
jena,LORA,92602,fixed_final,rh (%),0.22779942254411187
jena,LORA,92602,fixed_final,VPmax (mbar),0.12363966027205779
jena,LORA,92602,fixed_final,VPact (mbar),0.14029047227630126
jena,LORA,92602,fixed_final,VPdef (mbar),0.09677037231312124
jena,LORA,92602,fixed_final,sh (g/kg),0.13998043784013472
jena,LORA,92602,fixed_final,H2OC (mmol/mol),0.1404977613830578
jena,LORA,92602,fixed_final,rho (g/m**3),0.18920579637529616
jena,LORA,92602,fixed_final,wv (m/s),0.41414296887012325
jena,LORA,92602,fixed_final,max. wv (m/s),0.4179436217831068
jena,LORA,92602,fixed_final,wd (deg),0.5213873885881934
jena,LORA,92602,fixed_final,rain (mm),0.031766389268251066
jena,LORA,92602,fixed_final,raining (s),0.18487975090017617
jena,LORA,92602,fixed_final,SWDR (W/m²),0.055077198627051925
jena,LORA,92602,fixed_final,PAR (µmol/m²/s),0.0492336034104595
jena,LORA,92602,fixed_final,max. PAR (µmol/m²/s),0.04590142455342036
jena,LORA,92602,fixed_final,Tlog (degC),0.16019055740374918
jena,LORA,92602,fixed_final,CO2 (ppm),0.2576277924942159
jena,LORA,92602,budget_0.5,p (mbar),0.22018523645364832
jena,LORA,92602,budget_0.5,T (degC),0.15180332762839338
jena,LORA,92602,budget_0.5,Tpot (K),0.15472774859270266
jena,LORA,92602,budget_0.5,Tdew (degC),0.1574121259567362
jena,LORA,92602,budget_0.5,rh (%),0.20531444008692434
jena,LORA,92602,budget_0.5,VPmax (mbar),0.10466567080071788
jena,LORA,92602,budget_0.5,VPact (mbar),0.1277542223560445
jena,LORA,92602,budget_0.5,VPdef (mbar),0.08800217489264309
jena,LORA,92602,budget_0.5,sh (g/kg),0.12735893858456365
jena,LORA,92602,budget_0.5,H2OC (mmol/mol),0.12774670521013806
jena,LORA,92602,budget_0.5,rho (g/m**3),0.1742506258599622
jena,LORA,92602,budget_0.5,wv (m/s),0.39637903657443
jena,LORA,92602,budget_0.5,max. wv (m/s),0.40002948142196193
jena,LORA,92602,budget_0.5,wd (deg),0.517970085778995
jena,LORA,92602,budget_0.5,rain (mm),0.032656186890980675
jena,LORA,92602,budget_0.5,raining (s),0.18460522181330927
jena,LORA,92602,budget_0.5,SWDR (W/m²),0.05464647783806733
jena,LORA,92602,budget_0.5,PAR (µmol/m²/s),0.04877761467237818
jena,LORA,92602,budget_0.5,max. PAR (µmol/m²/s),0.04547926420514534
jena,LORA,92602,budget_0.5,Tlog (degC),0.13596442875890577
jena,LORA,92602,budget_0.5,CO2 (ppm),0.22803367923188514
jena,LORA,92602,budget_1.0,p (mbar),0.22018523645364832
jena,LORA,92602,budget_1.0,T (degC),0.15180332762839338
jena,LORA,92602,budget_1.0,Tpot (K),0.15472774859270266
jena,LORA,92602,budget_1.0,Tdew (degC),0.1574121259567362
jena,LORA,92602,budget_1.0,rh (%),0.20531444008692434
jena,LORA,92602,budget_1.0,VPmax (mbar),0.10466567080071788
jena,LORA,92602,budget_1.0,VPact (mbar),0.1277542223560445
jena,LORA,92602,budget_1.0,VPdef (mbar),0.08800217489264309
jena,LORA,92602,budget_1.0,sh (g/kg),0.12735893858456365
jena,LORA,92602,budget_1.0,H2OC (mmol/mol),0.12774670521013806
jena,LORA,92602,budget_1.0,rho (g/m**3),0.1742506258599622
jena,LORA,92602,budget_1.0,wv (m/s),0.39637903657443
jena,LORA,92602,budget_1.0,max. wv (m/s),0.40002948142196193
jena,LORA,92602,budget_1.0,wd (deg),0.517970085778995
jena,LORA,92602,budget_1.0,rain (mm),0.032656186890980675
jena,LORA,92602,budget_1.0,raining (s),0.18460522181330927
jena,LORA,92602,budget_1.0,SWDR (W/m²),0.05464647783806733
jena,LORA,92602,budget_1.0,PAR (µmol/m²/s),0.04877761467237818
jena,LORA,92602,budget_1.0,max. PAR (µmol/m²/s),0.04547926420514534
jena,LORA,92602,budget_1.0,Tlog (degC),0.13596442875890577
jena,LORA,92602,budget_1.0,CO2 (ppm),0.22803367923188514
jena,LORAPLUS,92602,selected,p (mbar),0.2242293993722505
jena,LORAPLUS,92602,selected,T (degC),0.14530087417062143
jena,LORAPLUS,92602,selected,Tpot (K),0.14878230739411585
jena,LORAPLUS,92602,selected,Tdew (degC),0.1548273651498152
jena,LORAPLUS,92602,selected,rh (%),0.2073749231192932
jena,LORAPLUS,92602,selected,VPmax (mbar),0.09982097993578096
jena,LORAPLUS,92602,selected,VPact (mbar),0.12528348095770236
jena,LORAPLUS,92602,selected,VPdef (mbar),0.08763457951794162
jena,LORAPLUS,92602,selected,sh (g/kg),0.12491955012445435
jena,LORAPLUS,92602,selected,H2OC (mmol/mol),0.1252731410628214
jena,LORAPLUS,92602,selected,rho (g/m**3),0.17283120488315892
jena,LORAPLUS,92602,selected,wv (m/s),0.3944395133895765
jena,LORAPLUS,92602,selected,max. wv (m/s),0.39818286286201493
jena,LORAPLUS,92602,selected,wd (deg),0.5214271212230167
jena,LORAPLUS,92602,selected,rain (mm),0.03363060656671571
jena,LORAPLUS,92602,selected,raining (s),0.18923617376274915
jena,LORAPLUS,92602,selected,SWDR (W/m²),0.055585204467892446
jena,LORAPLUS,92602,selected,PAR (µmol/m²/s),0.049340848008803936
jena,LORAPLUS,92602,selected,max. PAR (µmol/m²/s),0.0458485615354024
jena,LORAPLUS,92602,selected,Tlog (degC),0.1315736590958391
jena,LORAPLUS,92602,selected,CO2 (ppm),0.2282848430953746
jena,LORAPLUS,92602,fixed_final,p (mbar),0.2228169860702764
jena,LORAPLUS,92602,fixed_final,T (degC),0.1750557278492357
jena,LORAPLUS,92602,fixed_final,Tpot (K),0.1796663901994915
jena,LORAPLUS,92602,fixed_final,Tdew (degC),0.17192086675979612
jena,LORAPLUS,92602,fixed_final,rh (%),0.22965094980975992
jena,LORAPLUS,92602,fixed_final,VPmax (mbar),0.12048175215931804
jena,LORAPLUS,92602,fixed_final,VPact (mbar),0.137567692754483
jena,LORAPLUS,92602,fixed_final,VPdef (mbar),0.09895788821110257
jena,LORAPLUS,92602,fixed_final,sh (g/kg),0.13707765433156577
jena,LORAPLUS,92602,fixed_final,H2OC (mmol/mol),0.13762373761383498
jena,LORAPLUS,92602,fixed_final,rho (g/m**3),0.1909902029832747
jena,LORAPLUS,92602,fixed_final,wv (m/s),0.4097325216017462
jena,LORAPLUS,92602,fixed_final,max. wv (m/s),0.41442506878488644
jena,LORAPLUS,92602,fixed_final,wd (deg),0.5208694382629953
jena,LORAPLUS,92602,fixed_final,rain (mm),0.03208559913078038
jena,LORAPLUS,92602,fixed_final,raining (s),0.18585791268697943
jena,LORAPLUS,92602,fixed_final,SWDR (W/m²),0.055531989228449166
jena,LORAPLUS,92602,fixed_final,PAR (µmol/m²/s),0.049211649945362645
jena,LORAPLUS,92602,fixed_final,max. PAR (µmol/m²/s),0.045832106633444135
jena,LORAPLUS,92602,fixed_final,Tlog (degC),0.15612322512968033
jena,LORAPLUS,92602,fixed_final,CO2 (ppm),0.26195734877240556
jena,LORAPLUS,92602,budget_0.5,p (mbar),0.2242293993722505
jena,LORAPLUS,92602,budget_0.5,T (degC),0.14530087417062143
jena,LORAPLUS,92602,budget_0.5,Tpot (K),0.14878230739411585
jena,LORAPLUS,92602,budget_0.5,Tdew (degC),0.1548273651498152
jena,LORAPLUS,92602,budget_0.5,rh (%),0.2073749231192932
jena,LORAPLUS,92602,budget_0.5,VPmax (mbar),0.09982097993578096
jena,LORAPLUS,92602,budget_0.5,VPact (mbar),0.12528348095770236
jena,LORAPLUS,92602,budget_0.5,VPdef (mbar),0.08763457951794162
jena,LORAPLUS,92602,budget_0.5,sh (g/kg),0.12491955012445435
jena,LORAPLUS,92602,budget_0.5,H2OC (mmol/mol),0.1252731410628214
jena,LORAPLUS,92602,budget_0.5,rho (g/m**3),0.17283120488315892
jena,LORAPLUS,92602,budget_0.5,wv (m/s),0.3944395133895765
jena,LORAPLUS,92602,budget_0.5,max. wv (m/s),0.39818286286201493
jena,LORAPLUS,92602,budget_0.5,wd (deg),0.5214271212230167
jena,LORAPLUS,92602,budget_0.5,rain (mm),0.03363060656671571
jena,LORAPLUS,92602,budget_0.5,raining (s),0.18923617376274915
jena,LORAPLUS,92602,budget_0.5,SWDR (W/m²),0.055585204467892446
jena,LORAPLUS,92602,budget_0.5,PAR (µmol/m²/s),0.049340848008803936
jena,LORAPLUS,92602,budget_0.5,max. PAR (µmol/m²/s),0.0458485615354024
jena,LORAPLUS,92602,budget_0.5,Tlog (degC),0.1315736590958391
jena,LORAPLUS,92602,budget_0.5,CO2 (ppm),0.2282848430953746
jena,LORAPLUS,92602,budget_1.0,p (mbar),0.2242293993722505
jena,LORAPLUS,92602,budget_1.0,T (degC),0.14530087417062143
jena,LORAPLUS,92602,budget_1.0,Tpot (K),0.14878230739411585
jena,LORAPLUS,92602,budget_1.0,Tdew (degC),0.1548273651498152
jena,LORAPLUS,92602,budget_1.0,rh (%),0.2073749231192932
jena,LORAPLUS,92602,budget_1.0,VPmax (mbar),0.09982097993578096
jena,LORAPLUS,92602,budget_1.0,VPact (mbar),0.12528348095770236
jena,LORAPLUS,92602,budget_1.0,VPdef (mbar),0.08763457951794162
jena,LORAPLUS,92602,budget_1.0,sh (g/kg),0.12491955012445435
jena,LORAPLUS,92602,budget_1.0,H2OC (mmol/mol),0.1252731410628214
jena,LORAPLUS,92602,budget_1.0,rho (g/m**3),0.17283120488315892
jena,LORAPLUS,92602,budget_1.0,wv (m/s),0.3944395133895765
jena,LORAPLUS,92602,budget_1.0,max. wv (m/s),0.39818286286201493
jena,LORAPLUS,92602,budget_1.0,wd (deg),0.5214271212230167
jena,LORAPLUS,92602,budget_1.0,rain (mm),0.03363060656671571
jena,LORAPLUS,92602,budget_1.0,raining (s),0.18923617376274915
jena,LORAPLUS,92602,budget_1.0,SWDR (W/m²),0.055585204467892446
jena,LORAPLUS,92602,budget_1.0,PAR (µmol/m²/s),0.049340848008803936
jena,LORAPLUS,92602,budget_1.0,max. PAR (µmol/m²/s),0.0458485615354024
jena,LORAPLUS,92602,budget_1.0,Tlog (degC),0.1315736590958391
jena,LORAPLUS,92602,budget_1.0,CO2 (ppm),0.2282848430953746
