panel,arm,seed,variant,step,primary,nmae,raw_mae,nrmse,coverage80,width80,crossing
jena,F0_LONG,0,selected,0,0.1797765782562175,0.2552665868106137,11.168963583549731,0.4236453065099631,0.7970917345917345,0.7848730986498472,0.01104743135993136
jena,F0_SHORT,0,selected,0,0.18656810659004452,0.26225819064090666,11.575775140867641,0.43377351479472315,0.7787251537251537,0.806628533643931,0.010899515587015587
jena,SEASONAL_NAIVE,0,selected,0,0.37244953755573956,0.37244953756788696,14.507119437883455,0.5718140129204914,0.18256649506649505,0.0,0.0
jena,HEAD,92601,selected,128,0.17804301898795571,0.25292325954489475,10.812979297725818,0.41276211768191295,0.8301202988702989,0.8008568460960932,0.05685171778921779
jena,HEAD,92601,fixed_final,512,0.17975443904119126,0.2563477903412726,10.814135560839839,0.41407148945868333,0.7661322036322036,0.7367332392611007,0.05318689224939225
jena,HEAD,92601,budget_0.5,128,0.17804301898795571,0.25292325954489475,10.812979297725818,0.41276211768191295,0.8301202988702989,0.8008568460960932,0.05685171778921779
jena,HEAD,92601,budget_1.0,128,0.17804301898795571,0.25292325954489475,10.812979297725818,0.41276211768191295,0.8301202988702989,0.8008568460960932,0.05685171778921779
jena,LORA,92601,selected,64,0.175362774760444,0.25015639534316786,10.752192937923585,0.41446101199752095,0.808987558987559,0.7974362569757607,0.0199766731016731
jena,LORA,92601,fixed_final,512,0.1884768724326034,0.26500531548378403,10.758778297844716,0.42830667721609655,0.678835085085085,0.6113378434957084,0.017086059273559273
jena,LORA,92601,budget_0.5,64,0.175362774760444,0.25015639534316786,10.752192937923585,0.41446101199752095,0.808987558987559,0.7974362569757607,0.0199766731016731
jena,LORA,92601,budget_1.0,64,0.175362774760444,0.25015639534316786,10.752192937923585,0.41446101199752095,0.808987558987559,0.7974362569757607,0.0199766731016731
jena,LORAPLUS,92601,selected,64,0.17524380748370064,0.2500387460891036,10.743807792116511,0.41439294222448453,0.8194667882167882,0.7931045952540275,0.015287609037609038
jena,LORAPLUS,92601,fixed_final,512,0.18820394105652224,0.2650667204956585,10.71877688613992,0.4278176029240059,0.6848187473187474,0.6115698712003275,0.015995683183183184
jena,LORAPLUS,92601,budget_0.5,64,0.17524380748370064,0.2500387460891036,10.743807792116511,0.41439294222448453,0.8194667882167882,0.7931045952540275,0.015287609037609038
jena,LORAPLUS,92601,budget_1.0,64,0.17524380748370064,0.2500387460891036,10.743807792116511,0.41439294222448453,0.8194667882167882,0.7931045952540275,0.015287609037609038
jena,HEAD,92602,selected,128,0.1776969450536286,0.2530740485887868,10.872437509775915,0.4110800651161369,0.8023916773916774,0.7755077007377394,0.0780112701987702
jena,HEAD,92602,fixed_final,512,0.1794303714487509,0.2542129268822539,10.985524803035506,0.41079510583703954,0.7651222651222651,0.777690994867203,0.04298740704990705
jena,HEAD,92602,budget_0.5,128,0.1776969450536286,0.2530740485887868,10.872437509775915,0.4110800651161369,0.8023916773916774,0.7755077007377394,0.0780112701987702
jena,HEAD,92602,budget_1.0,128,0.1776969450536286,0.2530740485887868,10.872437509775915,0.4110800651161369,0.8023916773916774,0.7755077007377394,0.0780112701987702
jena,LORA,92602,selected,128,0.17541727112421585,0.25069989505498264,10.637572942215659,0.4112127407747907,0.8024810524810525,0.7954793708527967,0.017777152152152153
jena,LORA,92602,fixed_final,512,0.18824324108955864,0.26656560578190003,10.879126299693992,0.4315719472420619,0.690212533962534,0.6294917711861704,0.014594281781781782
jena,LORA,92602,budget_0.5,128,0.17541727112421585,0.25069989505498264,10.637572942215659,0.4112127407747907,0.8024810524810525,0.7954793708527967,0.017777152152152153
jena,LORA,92602,budget_1.0,128,0.17541727112421585,0.25069989505498264,10.637572942215659,0.4112127407747907,0.8024810524810525,0.7954793708527967,0.017777152152152153
jena,LORAPLUS,92602,selected,64,0.17446796189025435,0.24935878443797746,10.734305737248109,0.41137297449149685,0.8093048405548405,0.7755592313758809,0.01624839124839125
jena,LORAPLUS,92602,fixed_final,512,0.18730650994851752,0.2652911221914661,10.926941624243213,0.42914319603418366,0.6751215501215502,0.6205302847574928,0.017423673673673673
jena,LORAPLUS,92602,budget_0.5,64,0.17446796189025435,0.24935878443797746,10.734305737248109,0.41137297449149685,0.8093048405548405,0.7755592313758809,0.01624839124839125
jena,LORAPLUS,92602,budget_1.0,64,0.17446796189025435,0.24935878443797746,10.734305737248109,0.41137297449149685,0.8093048405548405,0.7755592313758809,0.01624839124839125
