panel,arm,seed,variant,origin,timestamp,primary
ettm2,F0_LONG,0,selected,57792,2018-02-23T00:00:00.000000000,0.16381007607327966
ettm2,F0_LONG,0,selected,57888,2018-02-24T00:00:00.000000000,0.19796642929095123
ettm2,F0_LONG,0,selected,57984,2018-02-25T00:00:00.000000000,0.10781108493659933
ettm2,F0_LONG,0,selected,58080,2018-02-26T00:00:00.000000000,0.2100898006721195
ettm2,F0_LONG,0,selected,58176,2018-02-27T00:00:00.000000000,0.16264780585066935
ettm2,F0_LONG,0,selected,58272,2018-02-28T00:00:00.000000000,0.13921304059578415
ettm2,F0_LONG,0,selected,58368,2018-03-01T00:00:00.000000000,0.18168706735126894
ettm2,F0_LONG,0,selected,58464,2018-03-02T00:00:00.000000000,0.1488239539535256
ettm2,F0_LONG,0,selected,58560,2018-03-03T00:00:00.000000000,0.14274455415338103
ettm2,F0_LONG,0,selected,58656,2018-03-04T00:00:00.000000000,0.16030991509466458
ettm2,F0_LONG,0,selected,58752,2018-03-05T00:00:00.000000000,0.22882920196327589
ettm2,F0_LONG,0,selected,58848,2018-03-06T00:00:00.000000000,0.19492742264493254
ettm2,F0_LONG,0,selected,58944,2018-03-07T00:00:00.000000000,0.2055886819028494
ettm2,F0_LONG,0,selected,59040,2018-03-08T00:00:00.000000000,0.11794369581631692
ettm2,F0_LONG,0,selected,59136,2018-03-09T00:00:00.000000000,0.11845037235890611
ettm2,F0_LONG,0,selected,59232,2018-03-10T00:00:00.000000000,0.12383279166774362
ettm2,F0_LONG,0,selected,59328,2018-03-11T00:00:00.000000000,0.15952512772378097
ettm2,F0_LONG,0,selected,59424,2018-03-12T00:00:00.000000000,0.28132756373063067
ettm2,F0_LONG,0,selected,59520,2018-03-13T00:00:00.000000000,0.14370170852295974
ettm2,F0_LONG,0,selected,59616,2018-03-14T00:00:00.000000000,0.1528240706881452
ettm2,F0_LONG,0,selected,59712,2018-03-15T00:00:00.000000000,0.13454892306566918
ettm2,F0_LONG,0,selected,59808,2018-03-16T00:00:00.000000000,0.18531184343300952
ettm2,F0_LONG,0,selected,59904,2018-03-17T00:00:00.000000000,0.11603951676362183
ettm2,F0_LONG,0,selected,60000,2018-03-18T00:00:00.000000000,0.1456327728149613
ettm2,F0_LONG,0,selected,60096,2018-03-19T00:00:00.000000000,0.1429246385772818
ettm2,F0_LONG,0,selected,60192,2018-03-20T00:00:00.000000000,0.16825884533455224
ettm2,F0_LONG,0,selected,60288,2018-03-21T00:00:00.000000000,0.14696796975603005
ettm2,F0_LONG,0,selected,60384,2018-03-22T00:00:00.000000000,0.15891885403748235
ettm2,F0_LONG,0,selected,60480,2018-03-23T00:00:00.000000000,0.15050839366686128
ettm2,F0_LONG,0,selected,60576,2018-03-24T00:00:00.000000000,0.18566712242030245
ettm2,F0_LONG,0,selected,60672,2018-03-25T00:00:00.000000000,0.11245571736095193
ettm2,F0_LONG,0,selected,60768,2018-03-26T00:00:00.000000000,0.12904337224747817
ettm2,F0_LONG,0,selected,60864,2018-03-27T00:00:00.000000000,0.09740659018783085
ettm2,F0_LONG,0,selected,60960,2018-03-28T00:00:00.000000000,0.12010295251279444
ettm2,F0_LONG,0,selected,61056,2018-03-29T00:00:00.000000000,0.15274813612602117
ettm2,F0_LONG,0,selected,61152,2018-03-30T00:00:00.000000000,0.1306560936359061
ettm2,F0_LONG,0,selected,61248,2018-03-31T00:00:00.000000000,0.13561491448763377
ettm2,F0_LONG,0,selected,61344,2018-04-01T00:00:00.000000000,0.19427791698826227
ettm2,F0_LONG,0,selected,61440,2018-04-02T00:00:00.000000000,0.18570277674635513
ettm2,F0_LONG,0,selected,61536,2018-04-03T00:00:00.000000000,0.308155048876497
ettm2,F0_LONG,0,selected,61632,2018-04-04T00:00:00.000000000,0.2940082634988069
ettm2,F0_LONG,0,selected,61728,2018-04-05T00:00:00.000000000,0.17679621577753027
ettm2,F0_LONG,0,selected,61824,2018-04-06T00:00:00.000000000,0.3351155849999023
ettm2,F0_LONG,0,selected,61920,2018-04-07T00:00:00.000000000,0.24641761597325362
ettm2,F0_LONG,0,selected,62016,2018-04-08T00:00:00.000000000,0.16565879318602011
ettm2,F0_LONG,0,selected,62112,2018-04-09T00:00:00.000000000,0.30453862904022816
ettm2,F0_LONG,0,selected,62208,2018-04-10T00:00:00.000000000,0.2739826783393839
ettm2,F0_LONG,0,selected,62304,2018-04-11T00:00:00.000000000,0.3109340731505423
ettm2,F0_LONG,0,selected,62400,2018-04-12T00:00:00.000000000,0.16247399056571282
ettm2,F0_LONG,0,selected,62496,2018-04-13T00:00:00.000000000,0.2402700373872951
ettm2,F0_LONG,0,selected,62592,2018-04-14T00:00:00.000000000,0.14797714220243519
ettm2,F0_LONG,0,selected,62688,2018-04-15T00:00:00.000000000,0.1926866468875718
ettm2,F0_LONG,0,selected,62784,2018-04-16T00:00:00.000000000,0.16546987584395012
ettm2,F0_LONG,0,selected,62880,2018-04-17T00:00:00.000000000,0.22725980262442794
ettm2,F0_LONG,0,selected,62976,2018-04-18T00:00:00.000000000,0.16688746727162623
ettm2,F0_LONG,0,selected,63072,2018-04-19T00:00:00.000000000,0.13724903720252957
ettm2,F0_LONG,0,selected,63168,2018-04-20T00:00:00.000000000,0.12560089352571582
ettm2,F0_LONG,0,selected,63264,2018-04-21T00:00:00.000000000,0.17012679614878506
ettm2,F0_LONG,0,selected,63360,2018-04-22T00:00:00.000000000,0.13274102865786216
ettm2,F0_LONG,0,selected,63456,2018-04-23T00:00:00.000000000,0.22290689729479166
ettm2,F0_LONG,0,selected,63552,2018-04-24T00:00:00.000000000,0.11888163702435842
ettm2,F0_LONG,0,selected,63648,2018-04-25T00:00:00.000000000,0.14262011570667787
ettm2,F0_LONG,0,selected,63744,2018-04-26T00:00:00.000000000,0.09449339615697985
ettm2,F0_LONG,0,selected,63840,2018-04-27T00:00:00.000000000,0.10122024833767747
ettm2,F0_LONG,0,selected,63936,2018-04-28T00:00:00.000000000,0.10017937301173897
ettm2,F0_LONG,0,selected,64032,2018-04-29T00:00:00.000000000,0.10425833971649094
ettm2,F0_LONG,0,selected,64128,2018-04-30T00:00:00.000000000,0.14520268951279672
ettm2,F0_LONG,0,selected,64224,2018-05-01T00:00:00.000000000,0.12558055166695775
ettm2,F0_LONG,0,selected,64320,2018-05-02T00:00:00.000000000,0.08699806529836818
ettm2,F0_LONG,0,selected,64416,2018-05-03T00:00:00.000000000,0.10616237042528934
ettm2,F0_LONG,0,selected,64512,2018-05-04T00:00:00.000000000,0.10416744783694967
ettm2,F0_LONG,0,selected,64608,2018-05-05T00:00:00.000000000,0.1425805307786179
ettm2,F0_LONG,0,selected,64704,2018-05-06T00:00:00.000000000,0.09170319549917719
ettm2,F0_LONG,0,selected,64800,2018-05-07T00:00:00.000000000,0.11003936072014182
ettm2,F0_LONG,0,selected,64896,2018-05-08T00:00:00.000000000,0.13497645155436752
ettm2,F0_LONG,0,selected,64992,2018-05-09T00:00:00.000000000,0.10326301849277486
ettm2,F0_LONG,0,selected,65088,2018-05-10T00:00:00.000000000,0.0945450707858484
ettm2,F0_LONG,0,selected,65184,2018-05-11T00:00:00.000000000,0.11448409845139286
ettm2,F0_LONG,0,selected,65280,2018-05-12T00:00:00.000000000,0.09785793452940636
ettm2,F0_LONG,0,selected,65376,2018-05-13T00:00:00.000000000,0.1367304307143621
ettm2,F0_LONG,0,selected,65472,2018-05-14T00:00:00.000000000,0.14291253377531582
ettm2,F0_LONG,0,selected,65568,2018-05-15T00:00:00.000000000,0.13690032172401326
ettm2,F0_LONG,0,selected,65664,2018-05-16T00:00:00.000000000,0.1757623287328258
ettm2,F0_LONG,0,selected,65760,2018-05-17T00:00:00.000000000,0.262646181436499
ettm2,F0_LONG,0,selected,65856,2018-05-18T00:00:00.000000000,0.1612240252789292
ettm2,F0_LONG,0,selected,65952,2018-05-19T00:00:00.000000000,0.12274803488407916
ettm2,F0_LONG,0,selected,66048,2018-05-20T00:00:00.000000000,0.13470868636333405
ettm2,F0_LONG,0,selected,66144,2018-05-21T00:00:00.000000000,0.14850467064873554
ettm2,F0_LONG,0,selected,66240,2018-05-22T00:00:00.000000000,0.26760692635691996
ettm2,F0_LONG,0,selected,66336,2018-05-23T00:00:00.000000000,0.15509430917959038
ettm2,F0_LONG,0,selected,66432,2018-05-24T00:00:00.000000000,0.17435103672350905
ettm2,F0_LONG,0,selected,66528,2018-05-25T00:00:00.000000000,0.13367385692946568
ettm2,F0_LONG,0,selected,66624,2018-05-26T00:00:00.000000000,0.08885682809601574
ettm2,F0_LONG,0,selected,66720,2018-05-27T00:00:00.000000000,0.08859601019185508
ettm2,F0_LONG,0,selected,66816,2018-05-28T00:00:00.000000000,0.18644961184592354
ettm2,F0_LONG,0,selected,66912,2018-05-29T00:00:00.000000000,0.10182698395079304
ettm2,F0_LONG,0,selected,67008,2018-05-30T00:00:00.000000000,0.0831626577971829
ettm2,F0_LONG,0,selected,67104,2018-05-31T00:00:00.000000000,0.09504113128756979
ettm2,F0_LONG,0,selected,67200,2018-06-01T00:00:00.000000000,0.2692425410748819
ettm2,F0_LONG,0,selected,67296,2018-06-02T00:00:00.000000000,0.09610152775616203
ettm2,F0_LONG,0,selected,67392,2018-06-03T00:00:00.000000000,0.11826119648858349
ettm2,F0_LONG,0,selected,67488,2018-06-04T00:00:00.000000000,0.10505049697220521
ettm2,F0_LONG,0,selected,67584,2018-06-05T00:00:00.000000000,0.228630085609458
ettm2,F0_LONG,0,selected,67680,2018-06-06T00:00:00.000000000,0.13268780947077644
ettm2,F0_LONG,0,selected,67776,2018-06-07T00:00:00.000000000,0.1529375378306376
ettm2,F0_LONG,0,selected,67872,2018-06-08T00:00:00.000000000,0.11486767044355348
ettm2,F0_LONG,0,selected,67968,2018-06-09T00:00:00.000000000,0.18632326957093623
ettm2,F0_LONG,0,selected,68064,2018-06-10T00:00:00.000000000,0.12437429401798653
ettm2,F0_LONG,0,selected,68160,2018-06-11T00:00:00.000000000,0.13118736923364352
ettm2,F0_LONG,0,selected,68256,2018-06-12T00:00:00.000000000,0.1890574407677382
ettm2,F0_LONG,0,selected,68352,2018-06-13T00:00:00.000000000,0.09057690423566664
ettm2,F0_LONG,0,selected,68448,2018-06-14T00:00:00.000000000,0.15029212338372747
ettm2,F0_LONG,0,selected,68544,2018-06-15T00:00:00.000000000,0.1888771222296539
ettm2,F0_LONG,0,selected,68640,2018-06-16T00:00:00.000000000,0.1725629210445636
ettm2,F0_LONG,0,selected,68736,2018-06-17T00:00:00.000000000,0.16644250418535875
ettm2,F0_LONG,0,selected,68832,2018-06-18T00:00:00.000000000,0.1594851963153579
ettm2,F0_LONG,0,selected,68928,2018-06-19T00:00:00.000000000,0.22715250036070997
ettm2,F0_LONG,0,selected,69024,2018-06-20T00:00:00.000000000,0.21543542886422667
ettm2,F0_LONG,0,selected,69120,2018-06-21T00:00:00.000000000,0.13549851545724248
ettm2,F0_LONG,0,selected,69216,2018-06-22T00:00:00.000000000,0.20261597351708982
ettm2,F0_LONG,0,selected,69312,2018-06-23T00:00:00.000000000,0.12450392124685786
ettm2,F0_LONG,0,selected,69408,2018-06-24T00:00:00.000000000,0.12876976054936964
ettm2,F0_LONG,0,selected,69504,2018-06-25T00:00:00.000000000,0.23908744746716554
ettm2,F0_SHORT,0,selected,55680,2018-02-01T00:00:00.000000000,0.2679109614197591
ettm2,F0_SHORT,0,selected,55776,2018-02-02T00:00:00.000000000,0.205712200619675
ettm2,F0_SHORT,0,selected,55872,2018-02-03T00:00:00.000000000,0.14698720157292497
ettm2,F0_SHORT,0,selected,55968,2018-02-04T00:00:00.000000000,0.1518655687695485
ettm2,F0_SHORT,0,selected,56064,2018-02-05T00:00:00.000000000,0.2068641812838627
ettm2,F0_SHORT,0,selected,56160,2018-02-06T00:00:00.000000000,0.48886287856193406
ettm2,F0_SHORT,0,selected,56256,2018-02-07T00:00:00.000000000,0.3093751980087734
ettm2,F0_SHORT,0,selected,56352,2018-02-08T00:00:00.000000000,0.5229596378789542
ettm2,F0_SHORT,0,selected,56448,2018-02-09T00:00:00.000000000,0.47772873336475763
ettm2,F0_SHORT,0,selected,56544,2018-02-10T00:00:00.000000000,0.12842786831017852
ettm2,F0_SHORT,0,selected,56640,2018-02-11T00:00:00.000000000,0.26900918778375205
ettm2,F0_SHORT,0,selected,56736,2018-02-12T00:00:00.000000000,0.13012063887697653
ettm2,F0_SHORT,0,selected,56832,2018-02-13T00:00:00.000000000,0.2998424040447256
ettm2,F0_SHORT,0,selected,56928,2018-02-14T00:00:00.000000000,0.1412514652058159
ettm2,F0_SHORT,0,selected,57024,2018-02-15T00:00:00.000000000,0.23439717125294374
ettm2,F0_SHORT,0,selected,57120,2018-02-16T00:00:00.000000000,0.10151163131039799
ettm2,F0_SHORT,0,selected,57216,2018-02-17T00:00:00.000000000,0.10771294712791794
ettm2,F0_SHORT,0,selected,57312,2018-02-18T00:00:00.000000000,0.13106130106547975
ettm2,F0_SHORT,0,selected,57408,2018-02-19T00:00:00.000000000,0.11029922952102997
ettm2,F0_SHORT,0,selected,57504,2018-02-20T00:00:00.000000000,0.13539408507946657
ettm2,F0_SHORT,0,selected,57600,2018-02-21T00:00:00.000000000,0.21584748805563606
ettm2,F0_SHORT,0,selected,57696,2018-02-22T00:00:00.000000000,0.2822329369797354
ettm2,F0_SHORT,0,selected,57792,2018-02-23T00:00:00.000000000,0.17357402266472224
ettm2,F0_SHORT,0,selected,57888,2018-02-24T00:00:00.000000000,0.2149203647730109
ettm2,F0_SHORT,0,selected,57984,2018-02-25T00:00:00.000000000,0.12039146475062527
ettm2,F0_SHORT,0,selected,58080,2018-02-26T00:00:00.000000000,0.17710054958636515
ettm2,F0_SHORT,0,selected,58176,2018-02-27T00:00:00.000000000,0.19434581072636997
ettm2,F0_SHORT,0,selected,58272,2018-02-28T00:00:00.000000000,0.13614923625624384
ettm2,F0_SHORT,0,selected,58368,2018-03-01T00:00:00.000000000,0.177671756882381
ettm2,F0_SHORT,0,selected,58464,2018-03-02T00:00:00.000000000,0.15916024079939875
ettm2,F0_SHORT,0,selected,58560,2018-03-03T00:00:00.000000000,0.1423035966108873
ettm2,F0_SHORT,0,selected,58656,2018-03-04T00:00:00.000000000,0.1712356966757558
ettm2,F0_SHORT,0,selected,58752,2018-03-05T00:00:00.000000000,0.2332238542300242
ettm2,F0_SHORT,0,selected,58848,2018-03-06T00:00:00.000000000,0.21264181636621093
ettm2,F0_SHORT,0,selected,58944,2018-03-07T00:00:00.000000000,0.2354658754455605
ettm2,F0_SHORT,0,selected,59040,2018-03-08T00:00:00.000000000,0.15608261960340902
ettm2,F0_SHORT,0,selected,59136,2018-03-09T00:00:00.000000000,0.12449655493640088
ettm2,F0_SHORT,0,selected,59232,2018-03-10T00:00:00.000000000,0.1774129648582065
ettm2,F0_SHORT,0,selected,59328,2018-03-11T00:00:00.000000000,0.1695176085930521
ettm2,F0_SHORT,0,selected,59424,2018-03-12T00:00:00.000000000,0.291395450911626
ettm2,F0_SHORT,0,selected,59520,2018-03-13T00:00:00.000000000,0.129686057307822
ettm2,F0_SHORT,0,selected,59616,2018-03-14T00:00:00.000000000,0.170245095599814
ettm2,F0_SHORT,0,selected,59712,2018-03-15T00:00:00.000000000,0.13571227424029178
ettm2,F0_SHORT,0,selected,59808,2018-03-16T00:00:00.000000000,0.18993679126707402
ettm2,F0_SHORT,0,selected,59904,2018-03-17T00:00:00.000000000,0.14946055311542922
ettm2,F0_SHORT,0,selected,60000,2018-03-18T00:00:00.000000000,0.11599619614274785
ettm2,F0_SHORT,0,selected,60096,2018-03-19T00:00:00.000000000,0.13056179686159333
ettm2,F0_SHORT,0,selected,60192,2018-03-20T00:00:00.000000000,0.15947262065979273
ettm2,F0_SHORT,0,selected,60288,2018-03-21T00:00:00.000000000,0.14130609966411486
ettm2,F0_SHORT,0,selected,60384,2018-03-22T00:00:00.000000000,0.19272890863653233
ettm2,F0_SHORT,0,selected,60480,2018-03-23T00:00:00.000000000,0.16625973229866683
ettm2,F0_SHORT,0,selected,60576,2018-03-24T00:00:00.000000000,0.19921875742976677
ettm2,F0_SHORT,0,selected,60672,2018-03-25T00:00:00.000000000,0.11637829329134187
ettm2,F0_SHORT,0,selected,60768,2018-03-26T00:00:00.000000000,0.12047036347595165
ettm2,F0_SHORT,0,selected,60864,2018-03-27T00:00:00.000000000,0.09853231441434972
ettm2,F0_SHORT,0,selected,60960,2018-03-28T00:00:00.000000000,0.12607529257968242
ettm2,F0_SHORT,0,selected,61056,2018-03-29T00:00:00.000000000,0.16699111151893162
ettm2,F0_SHORT,0,selected,61152,2018-03-30T00:00:00.000000000,0.14664507194402412
ettm2,F0_SHORT,0,selected,61248,2018-03-31T00:00:00.000000000,0.15065241483270178
ettm2,F0_SHORT,0,selected,61344,2018-04-01T00:00:00.000000000,0.20594382579563206
ettm2,F0_SHORT,0,selected,61440,2018-04-02T00:00:00.000000000,0.19557022885567737
ettm2,F0_SHORT,0,selected,61536,2018-04-03T00:00:00.000000000,0.27248640885316766
ettm2,F0_SHORT,0,selected,61632,2018-04-04T00:00:00.000000000,0.29115321288310275
ettm2,F0_SHORT,0,selected,61728,2018-04-05T00:00:00.000000000,0.18181134902135593
ettm2,F0_SHORT,0,selected,61824,2018-04-06T00:00:00.000000000,0.3864288465139901
ettm2,F0_SHORT,0,selected,61920,2018-04-07T00:00:00.000000000,0.2752079172742717
ettm2,F0_SHORT,0,selected,62016,2018-04-08T00:00:00.000000000,0.19058922541864914
ettm2,F0_SHORT,0,selected,62112,2018-04-09T00:00:00.000000000,0.2233679983169046
ettm2,F0_SHORT,0,selected,62208,2018-04-10T00:00:00.000000000,0.300380343858838
ettm2,F0_SHORT,0,selected,62304,2018-04-11T00:00:00.000000000,0.24282751320429868
ettm2,F0_SHORT,0,selected,62400,2018-04-12T00:00:00.000000000,0.17878180386174947
ettm2,F0_SHORT,0,selected,62496,2018-04-13T00:00:00.000000000,0.22322058446269138
ettm2,F0_SHORT,0,selected,62592,2018-04-14T00:00:00.000000000,0.18710052251157544
ettm2,F0_SHORT,0,selected,62688,2018-04-15T00:00:00.000000000,0.15800158711484924
ettm2,F0_SHORT,0,selected,62784,2018-04-16T00:00:00.000000000,0.16997813820124927
ettm2,F0_SHORT,0,selected,62880,2018-04-17T00:00:00.000000000,0.24482104974289418
ettm2,F0_SHORT,0,selected,62976,2018-04-18T00:00:00.000000000,0.18361320469708084
ettm2,F0_SHORT,0,selected,63072,2018-04-19T00:00:00.000000000,0.13623280963308368
ettm2,F0_SHORT,0,selected,63168,2018-04-20T00:00:00.000000000,0.122484467999995
ettm2,F0_SHORT,0,selected,63264,2018-04-21T00:00:00.000000000,0.180203750813383
ettm2,F0_SHORT,0,selected,63360,2018-04-22T00:00:00.000000000,0.1302603479162583
ettm2,F0_SHORT,0,selected,63456,2018-04-23T00:00:00.000000000,0.2615882008412506
ettm2,F0_SHORT,0,selected,63552,2018-04-24T00:00:00.000000000,0.1167781878735228
ettm2,F0_SHORT,0,selected,63648,2018-04-25T00:00:00.000000000,0.15619122575832176
ettm2,F0_SHORT,0,selected,63744,2018-04-26T00:00:00.000000000,0.1077812869048786
ettm2,F0_SHORT,0,selected,63840,2018-04-27T00:00:00.000000000,0.10543218373286004
ettm2,F0_SHORT,0,selected,63936,2018-04-28T00:00:00.000000000,0.08563307740057258
ettm2,F0_SHORT,0,selected,64032,2018-04-29T00:00:00.000000000,0.11492292033736494
ettm2,F0_SHORT,0,selected,64128,2018-04-30T00:00:00.000000000,0.13235610654840033
ettm2,F0_SHORT,0,selected,64224,2018-05-01T00:00:00.000000000,0.13027816948966922
ettm2,F0_SHORT,0,selected,64320,2018-05-02T00:00:00.000000000,0.08704399191555427
ettm2,F0_SHORT,0,selected,64416,2018-05-03T00:00:00.000000000,0.1191414517832208
ettm2,F0_SHORT,0,selected,64512,2018-05-04T00:00:00.000000000,0.10442592303997744
ettm2,F0_SHORT,0,selected,64608,2018-05-05T00:00:00.000000000,0.15360534787671837
ettm2,F0_SHORT,0,selected,64704,2018-05-06T00:00:00.000000000,0.09170433070010424
ettm2,F0_SHORT,0,selected,64800,2018-05-07T00:00:00.000000000,0.11356778240117689
ettm2,F0_SHORT,0,selected,64896,2018-05-08T00:00:00.000000000,0.1448653527070514
ettm2,F0_SHORT,0,selected,64992,2018-05-09T00:00:00.000000000,0.13811287361235172
ettm2,F0_SHORT,0,selected,65088,2018-05-10T00:00:00.000000000,0.08754676985618114
ettm2,F0_SHORT,0,selected,65184,2018-05-11T00:00:00.000000000,0.1338832104260981
ettm2,F0_SHORT,0,selected,65280,2018-05-12T00:00:00.000000000,0.11523721951479929
ettm2,F0_SHORT,0,selected,65376,2018-05-13T00:00:00.000000000,0.1366903989290762
ettm2,F0_SHORT,0,selected,65472,2018-05-14T00:00:00.000000000,0.1498850496631999
ettm2,F0_SHORT,0,selected,65568,2018-05-15T00:00:00.000000000,0.1344189594234898
ettm2,F0_SHORT,0,selected,65664,2018-05-16T00:00:00.000000000,0.2653491185769282
ettm2,F0_SHORT,0,selected,65760,2018-05-17T00:00:00.000000000,0.23839014764157399
ettm2,F0_SHORT,0,selected,65856,2018-05-18T00:00:00.000000000,0.17125076436692233
ettm2,F0_SHORT,0,selected,65952,2018-05-19T00:00:00.000000000,0.13993830376745886
ettm2,F0_SHORT,0,selected,66048,2018-05-20T00:00:00.000000000,0.11075519070290436
ettm2,F0_SHORT,0,selected,66144,2018-05-21T00:00:00.000000000,0.1573365356184879
ettm2,F0_SHORT,0,selected,66240,2018-05-22T00:00:00.000000000,0.2556484680437976
ettm2,F0_SHORT,0,selected,66336,2018-05-23T00:00:00.000000000,0.15002395301918542
ettm2,F0_SHORT,0,selected,66432,2018-05-24T00:00:00.000000000,0.17381925212613805
ettm2,F0_SHORT,0,selected,66528,2018-05-25T00:00:00.000000000,0.1426560619862051
ettm2,F0_SHORT,0,selected,66624,2018-05-26T00:00:00.000000000,0.10172601059722355
ettm2,F0_SHORT,0,selected,66720,2018-05-27T00:00:00.000000000,0.09494799210756523
ettm2,F0_SHORT,0,selected,66816,2018-05-28T00:00:00.000000000,0.17399127689034524
ettm2,F0_SHORT,0,selected,66912,2018-05-29T00:00:00.000000000,0.1064744004068412
ettm2,F0_SHORT,0,selected,67008,2018-05-30T00:00:00.000000000,0.09961322625224041
ettm2,F0_SHORT,0,selected,67104,2018-05-31T00:00:00.000000000,0.09598029047203237
ettm2,F0_SHORT,0,selected,67200,2018-06-01T00:00:00.000000000,0.2701639663064395
ettm2,F0_SHORT,0,selected,67296,2018-06-02T00:00:00.000000000,0.10141210683429458
ettm2,F0_SHORT,0,selected,67392,2018-06-03T00:00:00.000000000,0.14926485201930503
ettm2,F0_SHORT,0,selected,67488,2018-06-04T00:00:00.000000000,0.11755975885782967
ettm2,F0_SHORT,0,selected,67584,2018-06-05T00:00:00.000000000,0.24883008532969492
ettm2,F0_SHORT,0,selected,67680,2018-06-06T00:00:00.000000000,0.1425263380447587
ettm2,F0_SHORT,0,selected,67776,2018-06-07T00:00:00.000000000,0.12770947026889004
ettm2,F0_SHORT,0,selected,67872,2018-06-08T00:00:00.000000000,0.12399436812332912
ettm2,F0_SHORT,0,selected,67968,2018-06-09T00:00:00.000000000,0.15773950784177088
ettm2,F0_SHORT,0,selected,68064,2018-06-10T00:00:00.000000000,0.1341494903390946
ettm2,F0_SHORT,0,selected,68160,2018-06-11T00:00:00.000000000,0.14089679128929058
ettm2,F0_SHORT,0,selected,68256,2018-06-12T00:00:00.000000000,0.1631515115789354
ettm2,F0_SHORT,0,selected,68352,2018-06-13T00:00:00.000000000,0.09414393001531039
ettm2,F0_SHORT,0,selected,68448,2018-06-14T00:00:00.000000000,0.16016013177159413
ettm2,F0_SHORT,0,selected,68544,2018-06-15T00:00:00.000000000,0.14999924820196625
ettm2,F0_SHORT,0,selected,68640,2018-06-16T00:00:00.000000000,0.1787030163213384
ettm2,F0_SHORT,0,selected,68736,2018-06-17T00:00:00.000000000,0.16894741017684187
ettm2,F0_SHORT,0,selected,68832,2018-06-18T00:00:00.000000000,0.20242262134761407
ettm2,F0_SHORT,0,selected,68928,2018-06-19T00:00:00.000000000,0.23082476660055784
ettm2,F0_SHORT,0,selected,69024,2018-06-20T00:00:00.000000000,0.21256680005807413
ettm2,F0_SHORT,0,selected,69120,2018-06-21T00:00:00.000000000,0.1627562337540122
ettm2,F0_SHORT,0,selected,69216,2018-06-22T00:00:00.000000000,0.18386911951309454
ettm2,F0_SHORT,0,selected,69312,2018-06-23T00:00:00.000000000,0.12328772372902627
ettm2,F0_SHORT,0,selected,69408,2018-06-24T00:00:00.000000000,0.12435675352049669
ettm2,F0_SHORT,0,selected,69504,2018-06-25T00:00:00.000000000,0.2237251041419992
ettm2,SEASONAL_NAIVE,0,selected,55680,2018-02-01T00:00:00.000000000,0.3423312962265383
ettm2,SEASONAL_NAIVE,0,selected,55776,2018-02-02T00:00:00.000000000,0.25923987415031957
ettm2,SEASONAL_NAIVE,0,selected,55872,2018-02-03T00:00:00.000000000,0.20692770453338885
ettm2,SEASONAL_NAIVE,0,selected,55968,2018-02-04T00:00:00.000000000,0.22828377384955204
ettm2,SEASONAL_NAIVE,0,selected,56064,2018-02-05T00:00:00.000000000,0.2971098418716261
ettm2,SEASONAL_NAIVE,0,selected,56160,2018-02-06T00:00:00.000000000,0.5959912028319442
ettm2,SEASONAL_NAIVE,0,selected,56256,2018-02-07T00:00:00.000000000,0.5293759317973469
ettm2,SEASONAL_NAIVE,0,selected,56352,2018-02-08T00:00:00.000000000,0.8306909234864805
ettm2,SEASONAL_NAIVE,0,selected,56448,2018-02-09T00:00:00.000000000,0.9035962180663105
